id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21919621,Studio at the Donatello near Union Square,47514427,Jeff,,Downtown/Civic Center,37.78810598097801,-122.40940584001142,Private room,210,1,0,,,14,4
21920818,Awesome Furnished Studio near waterfront,159944936,Tata,,South of Market,37.781204621272984,-122.38939913370673,Entire home/apt,105,7,1,2017-12-03,0.33,1,62
21923195,The Oasis: Mid Century Noe Valley VIEW Suite+Deck,1444847,,,Noe Valley,37.74881793202707,-122.44345797896995,Entire home/apt,151,2,5,2018-03-01,2.88,1,139
21925310,Elegant Nob Hill room with lovely views.,158874946,Gayle,,Nob Hill,37.79175097996574,-122.41122377081199,Private room,85,30,1,2017-12-11,0.36,1,5
21935870,Spacious Upscale Suite in Superb Location,160087266,Olivia & Dan,,North Beach,37.80212624318349,-122.40885595117061,Entire home/apt,250,2,3,2018-02-27,2.81,1,244
21938068,1900 Edwardian: Twin Peaks View+Cozy Qn.,18151037,Valerie,,Noe Valley,37.752025633760915,-122.43526991900043,Private room,160,2,0,,,9,210
21950445,San Francisco room with Excellent Hospitality!,2743072,Mark,,West of Twin Peaks,37.74281207954607,-122.45261402293087,Private room,65,2,9,2018-02-20,4.03,1,46
21951451,"Sunny 3br/2ba Mission Flat: Roof Deck, Yard",111795465,Tom,,Mission,37.75577114868938,-122.41451879846352,Entire home/apt,395,4,3,2018-01-21,1.38,1,73
21963323,Twin Peaks Master Suite with City Skyline View,160339803,John,,Twin Peaks,37.75611960152927,-122.4452300507136,Private room,150,2,1,2018-01-01,0.48,3,0
21964157,旧金山之翼(Wing of San Francisco) 2 Rooms for 1–5people,149797235,Wing,,Bayview,37.720827598107455,-122.39451483917425,Entire home/apt,129,1,15,2018-02-25,6.82,1,101
21965592,"Marina Oasis, 1-bedroom garden apartment",66218996,K,,Pacific Heights,37.79409767928037,-122.43928196851408,Entire home/apt,198,2,7,2018-02-18,2.47,1,66
21966135,Modern room + private bath in SOMA,10624702,Karim & Pooja,,South of Market,37.777679936954186,-122.40394435364698,Private room,175,1,8,2018-02-21,2.67,1,255
21966629,QUIET COZY NOE VALLEY FLAT,5872373,Diana,,Noe Valley,37.74613084345931,-122.42891937995763,Entire home/apt,150,2,5,2018-02-11,1.97,1,32
21974808,Upscale Private Ensuite Bed & Bath in Nob Hill,27368404,Eddie,,Nob Hill,37.79483949983891,-122.41061700219575,Private room,1000,2,17,2018-03-03,5.86,4,218
21975025,Pacific Heights - 1908 Edwardian,24494168,Terry,,Pacific Heights,37.78770081780794,-122.44394892736034,Entire home/apt,500,4,3,2018-02-08,1.43,1,145
21976340,Modern SoMa Highrise,45542259,Melanie,,South of Market,37.777779908626336,-122.41469199184837,Private room,160,2,18,2018-02-25,8.31,1,73
21979517,Featured SF Dream Home | 3 Bedroom home with Views,128112635,Hugh And Eliana,,Castro/Upper Market,37.75721578485461,-122.43929853353046,Entire home/apt,450,2,4,2018-02-22,3.08,1,4
21996653,Brand New 1 brm Apartment for Business/Vacation,102886914,Nadine,,Inner Sunset,37.76158590358967,-122.47561737594596,Entire home/apt,175,2,15,2018-02-18,5.42,1,80
21997273,rest is best,160620816,Kristen,,West of Twin Peaks,37.741487569433225,-122.45048426387262,Private room,75,1,0,,,1,42
21999656,Amazing City View House (Full House),39041682,Kevin (Or Jose),,Visitacion Valley,37.72182969580121,-122.40804916868693,Entire home/apt,400,4,0,,,2,26
22002029,"Cozy Edwardian condo, a Pacific Heights gem",7343864,Etsu,,Presidio Heights,37.7874766612484,-122.44767234429818,Entire home/apt,125,3,14,2018-02-24,5.60,1,1
22003066,COMPLETELY RENOVATED SUNNY HIGHER END SOMA DUPLEX,127422643,Bill,,South of Market,37.77602669773712,-122.40641870895233,Entire home/apt,400,3,2,2018-02-26,2,2,114
22011446,Wyndham Canterbury at San Francisco 1 bedroom,100238132,Michael,,Downtown/Civic Center,37.78848117764267,-122.41178091079168,Private room,229,3,0,,,4,324
22015376,Huge 2BD/2BA Apartment in Heart of The Castro,107400974,Todd,,Castro/Upper Market,37.7594427270979,-122.43414174156716,Entire home/apt,300,4,4,2018-02-21,1.45,2,38
22016641,Big 3bd/1ba Heart of North Beach with Parking,155804679,Bernard,,North Beach,37.804413105814945,-122.4154315190816,Entire home/apt,500,5,4,2018-02-07,1.36,1,143
22017605,Large studio on quiet side of building,160778191,Andrew,,West of Twin Peaks,37.72478948110835,-122.455480027996,Entire home/apt,100,1,7,2018-02-18,3.28,1,9
22031109,Perfect place to get away.,144803087,Raul,,Outer Mission,37.71208940061931,-122.45433314687821,Private room,100,1,1,2017-12-14,0.37,1,179
22033453,"Noe Valley 5-Star Home- 2 BD, 2 BA, great location",3817487,Bruce And Keith,,Noe Valley,37.75406144731311,-122.43838083555202,Entire home/apt,475,4,1,2018-01-12,0.58,2,128
22048364,Bernal House,73964588,Debra,,Bernal Heights,37.74472987145633,-122.41516040955794,Private room,159,1,2,2017-12-12,0.67,1,114
22066724,Sunny Luxury 3/2.5 Home w/Rooftop+Amazing Location,274619,Tory,,Mission,37.7674711191098,-122.42330402937317,Entire home/apt,479,1,3,2018-01-01,1.36,1,0
22068208,Spectacular Bay Bridge View - Luxury Apartment,16957023,Samir,,Financial District,37.792523065307314,-122.39178925378938,Entire home/apt,111,10,0,,,1,0
22079422,A Private Room in Friendly Hostel with Community,329072,Darren & Friends,,Financial District,37.79480032772849,-122.403038560155,Private room,75,1,7,2018-02-13,2.66,17,4
22083141,Spacious Master Bedroom in Pac Heights,161315146,Diego,,Pacific Heights,37.79257896503816,-122.42494193665205,Private room,240,1,0,,,1,163
22088324,Centrally Located Room in San Francisco,137980,Jack,,Castro/Upper Market,37.759251355101966,-122.43936591883384,Private room,250,14,0,,,2,260
22092266,Modern apt at the heart of San Francisco!,13268352,Aziz,,South of Market,37.775053567241116,-122.394587938174,Entire home/apt,300,5,3,2018-02-05,1.05,3,35
22104228,❤️ of San Francisco | Close to Everything,38610488,Ana,,Downtown/Civic Center,37.78764951038453,-122.41901407886562,Private room,81,1,25,2018-02-25,8.93,1,185
22108513,3BR Family Home - Golden Gate Park & Restaurants,94057535,Josh,,Inner Richmond,37.77847937926536,-122.46355115101977,Entire home/apt,339,3,15,2018-02-24,5.11,1,86
22110217,★ Gorgeous California Hideout ★ In Hot New Bayview,7772037,Leila,,Bayview,37.733543660675714,-122.3885803741186,Entire home/apt,120,3,8,2018-02-18,4.14,1,75
22140977,Stunning Edwardian 4 bed/3.5 Bath Sleeps 11,2146719,Nikki,,Inner Sunset,37.754136396668414,-122.47597925676966,Entire home/apt,350,2,1,2018-02-19,1,3,72
22147017,Cole Valley Casa shared 2 bedrooms,1243792,Carolyn,,Haight Ashbury,37.76468888547807,-122.44863121066689,Private room,350,4,0,,,2,254
22151304,Private Room Very Small - Great Location,161765721,David,,Western Addition,37.76977627462679,-122.43213177643561,Private room,69,3,1,2018-02-19,1,2,20
22153865,Valentine Venues in San Francisco,118412894,Marbella,,Nob Hill,37.79389565355627,-122.42171014481536,Entire home/apt,499,1,0,,,49,81
22153958,Rent Venue For Party in San Francisco,118412894,Marbella,,Nob Hill,37.7923687991379,-122.42020341020701,Entire home/apt,499,1,0,,,49,78
22154001,Valentine’s Day Party/Venues in San Francisco,118412894,Marbella,,Nob Hill,37.79320286767914,-122.42216216023228,Entire home/apt,499,1,0,,,49,82
22154320,Corporate Retreats San Francisco Bay Area,118412894,Marbella,,Nob Hill,37.79197743891442,-122.42014857355893,Entire home/apt,499,1,0,,,49,84
22163431,Garden niche flat,17298782,Harvey,,Mission,37.76137477289712,-122.4101706344187,Entire home/apt,175,2,5,2018-02-02,2.88,2,79
22163434,Queen + Twin Room - Private Bath.,160591574,Jack,,Western Addition,37.78679737896793,-122.44570938784008,Private room,399,1,0,,,1,230
22164351,Upscale Modern Master Bedroom in SOMA SF,11461067,Rajdev,,South of Market,37.7716980593821,-122.40438809890382,Private room,169,1,6,2018-02-21,3.40,1,73
22166022,Elegant Victorian 4 bedroom 2 bath,154246609,Nancy,,Excelsior,37.72276032207856,-122.4351927504678,Entire home/apt,111,4,5,2018-02-27,2.46,1,206
22167191,Sunny garden Apt. near Golden Gate Park and UCSF,34370519,Luis,,Inner Sunset,37.76226774933082,-122.46861917571137,Entire home/apt,100,3,1,2018-01-29,0.86,1,56
22174309,Twin Peaks Guest Room with City Skyline Views,160339803,John,,Twin Peaks,37.75722671061466,-122.44385672604572,Private room,100,2,2,2018-01-12,0.90,3,0
22174690,City Skyline Views High Upon Twin Peaks,160339803,John,,Twin Peaks,37.75703933922137,-122.4435896209505,Entire home/apt,350,4,0,,,3,0
22175258,Studio w/ patio & parking on the a Sunny Dog Hill,34799523,Mari,,Bernal Heights,37.742399079022675,-122.40778646147325,Entire home/apt,100,3,1,2017-12-17,0.38,4,0
22178186,"Lovely Upscale home. Views, light, free parking",34605505,Robustiano,,Bernal Heights,37.746254283791245,-122.41430765470301,Entire home/apt,180,3,0,,,1,0
22190418,Master upstairs sunny queen room Mission Terrace,9109983,Geoffrey,,Outer Mission,37.72429678393841,-122.44026976619384,Private room,80,1,6,2018-02-08,2.77,4,348
22191252,5br 3ba Single Family Home & Studio w/ UNIQUE Yard,162097421,Emily,,Mission,37.74993507677584,-122.41521185424718,Entire home/apt,590,5,0,,,1,84
22191539,Cozy Mid-Century Flat at Ocean Beach,6367878,Jason,,Outer Sunset,37.7580541797969,-122.50866836908844,Entire home/apt,160,3,3,2018-02-25,1.38,1,0
22192578,Wyndham 1 Bedroom Deluxe for San Francisco Pride,134398847,Stephen,,Downtown/Civic Center,37.788042361581226,-122.41216698023587,Private room,400,1,0,,,1,258
22193996,"Spacious Private Guest Suite, Bath & Kitchenette",93566314,Felix,,Twin Peaks,37.74812155686137,-122.44924366460324,Entire home/apt,95,2,16,2018-02-26,7.06,1,14
22204637,Modern 2-Room Suite in North Beach Mansion,19182611,Levon & Ashley,,Russian Hill,37.79876950394282,-122.4114599746478,Private room,149,2,6,2018-02-21,3.40,2,152
22206464,Spacious SF Private Room Near Golden Gate Park,2818775,Elena,,Inner Richmond,37.78064134939448,-122.47515800847634,Private room,76,1,7,2018-02-25,2.84,3,163
22206596,Bright Loft Near Restaurants & Shops,162271788,Zeke,,Potrero Hill,37.7612153410972,-122.39954862565469,Entire home/apt,499,5,0,,,1,89
22207774,Wyndham Canterbury at San Francisco 1 bedroom,100238132,Michael,,Downtown/Civic Center,37.789232505924524,-122.41314298420579,Private room,229,3,0,,,4,319
22208070,Wyndham Canterbury at San Francisco 1 bedroom,100238132,Michael,,Downtown/Civic Center,37.78835885396055,-122.41209879160206,Private room,229,3,0,,,4,314
22208187,Wyndham Canterbury at San Francisco 1 bedroom,100238132,Michael,,Downtown/Civic Center,37.78841959015763,-122.41344194470307,Private room,229,3,0,,,4,328
22210754,San Francisco Home a block from Ocean Beach/Sunset,101589160,Vanessa,,Outer Sunset,37.754181848596986,-122.50844643757624,Entire home/apt,170,2,12,2018-02-23,7.06,1,51
22214202,Boho-Modern Suite with Private Entry & Bath,16440250,Tiffany,,Bernal Heights,37.74505729166815,-122.41856610009656,Entire home/apt,115,1,1,2018-03-01,1,1,3
22214214,3BRD/2BATH/ALCATRAZ VIEW IN NORTH BEACH,162316621,Elsa,,Russian Hill,37.80015516493433,-122.41644164119866,Entire home/apt,300,5,4,2018-02-11,2.00,1,31
22217311,Classic SF Home w / Privacy and Backyard,162344725,Leasing,,West of Twin Peaks,37.73036881352314,-122.4571234561568,Private room,255,3,2,2018-02-23,2,1,76
22229654,"Bright, Lovely Minimalist Home",148590346,Ellen,,Outer Sunset,37.75574817069448,-122.50143307955791,Entire home/apt,102,2,5,2018-02-25,4.69,1,63
22230201,Green and golden,162419166,Carol,,Noe Valley,37.75223625907671,-122.42536623135598,Private room,100,3,7,2018-03-01,4.38,1,37
22249844,Loft Near Moscone Center Downtown SF. Book soon!,28585678,Hooman,,South of Market,37.77529636363627,-122.41905958136547,Entire home/apt,249,1,3,2018-02-22,3,1,77
22250004,Newly Updated Studio in the Heart of the Marina!,162576754,Kevin,,Marina,37.79879897384722,-122.43024525000354,Entire home/apt,165,2,9,2018-02-07,4.09,1,69
22250457,Spacious living with a huge garden in Noe Valley,17506355,Won Chan (원찬),,Noe Valley,37.74765952094046,-122.43269274670939,Private room,89,3,1,2017-12-27,0.44,3,0
22254060,Brkfst + Victorian Mansion Std Room2 (401) 3ppl,118412894,Marbella,,Nob Hill,37.79348197676658,-122.42223313883889,Private room,99,1,6,2018-01-27,2.86,49,71
22262403,Luxury apartment in the center of SF,56494805,Erica,,South of Market,37.77534667465685,-122.41812191247018,Entire home/apt,180,3,1,2018-01-01,0.48,1,0
22262908,Spacious Private Bedroom in Heart of Mission,48002603,Kevin,,Mission,37.76274000765101,-122.41317424515982,Private room,125,1,1,2018-02-01,0.94,1,89
22264946,Fashionable SOMA Loft w/ Large Private Patio,11673615,Jackson,,South of Market,37.782266886774806,-122.40721257853495,Entire home/apt,750,2,2,2018-02-14,1.62,1,346
22268114,"Modern, sunny, serene penthouse in the sky",180682,Annie,,Potrero Hill,37.75980122439053,-122.39527418245063,Entire home/apt,335,2,2,2018-02-23,0.97,1,4
22277743,Plush Three Bedroom Home in the Heart of Nob Hill,27368404,Eddie,,Nob Hill,37.795462276357775,-122.41110176251394,Entire home/apt,1000,2,0,,,4,130
22277766,SF Artist Studio Home,5822506,Ivan,,Excelsior,37.716584745729676,-122.43938722276349,Entire home/apt,200,2,0,,,1,161
22278228,High Tech Apartment Walking Distance to SF Giants,162807560,Steven,,South of Market,37.77381449096711,-122.39636609427133,Entire home/apt,265,2,5,2018-02-17,2.17,1,34
22281072,Sunny Modern Loft- Dogpatch- Easy Downtown Commute,123748031,Scott,,Potrero Hill,37.75924970042411,-122.3906484755446,Entire home/apt,120,1,3,2018-01-07,1.34,1,0
22281125,In the heart of San Francisco!,5215637,Kristina,,Western Addition,37.78617794010444,-122.43228175120404,Entire home/apt,129,3,1,2018-02-27,1,1,4
22282434,Private Suite with Views in San Francisco,17523959,Geoffrey & Phoebe,,Inner Sunset,37.75686639079486,-122.46101881093595,Entire home/apt,100,2,9,2018-02-26,9,1,60
22291217,Great Place in Union Square- The Donatello,64646820,Michelle,,Downtown/Civic Center,37.78839830098933,-122.41112892343419,Entire home/apt,199,1,5,2018-02-16,2.03,8,40
22295869,The Starship - One of the Most Epic Homes in SF,368729,Ryan,,Castro/Upper Market,37.75730224516387,-122.43915320565439,Entire home/apt,599,1,13,2018-02-12,5.74,1,185
22296862,Spacious Family Friendly Home in Portola!,162975652,Michael,,Visitacion Valley,37.722042296463925,-122.40176343130385,Entire home/apt,199,2,5,2018-02-25,2.42,1,66
22304026,Luxurious room in Victorian Flat- Street Side,154400045,Kirk,,Haight Ashbury,37.77097571392135,-122.43786733194491,Private room,190,1,2,2018-02-28,1.36,3,167
22307565,Top-Floor Park View in Pac Heights,7597290,Jonathan,,Pacific Heights,37.790024567793786,-122.4372156832916,Entire home/apt,199,1,2,2018-01-21,0.95,1,100
22308639,"Brand New Luxury Flat, Full Kitchen, Easy Parking",8551269,Joe,,Potrero Hill,37.759712589718546,-122.40064962144119,Entire home/apt,425,2,6,2018-01-27,2.57,2,45
22310307,Shared Hostel Room in Warm Co-op: Friends Bunks,117141107,Amber,,Haight Ashbury,37.76886357094894,-122.44915506946371,Shared room,50,1,2,2018-02-21,2,17,60
22311085,Cozy Awesome Shared Space in the Mission,18835179,Jakub & Muna,,Mission,37.765605516208595,-122.42347577932523,Shared room,45,1,5,2018-01-27,2.34,3,0
22323114,1 Bedroom Presidential in the  of Downtown SF,26482762,ResortShare1,,Downtown/Civic Center,37.78795289574745,-122.41170040785595,Private room,384,3,0,,,15,161
22325200,Cozy 2 BD 1 BA near Ocean's Beach,14615491,Wayne,,Parkside,37.74280435856027,-122.50354667272349,Entire home/apt,145,2,19,2018-02-27,13.26,1,178
22325337,Cozy Neighborhood Gem,5503169,Neil,,Bernal Heights,37.73609840261123,-122.41401970454686,Private room,67,2,4,2018-01-18,1.94,2,147
22326018,SoMa Studio - 3 blocks from Moscone,814969,Robert & Madeleine,,South of Market,37.77771512038257,-122.40937742348386,Entire home/apt,125,2,7,2018-03-01,4.77,1,37
22328157,Castro / Corona Heights Charmer with a View (2 bd),163243187,Bryan,,Castro/Upper Market,37.76209376072769,-122.44126080054072,Entire home/apt,250,2,1,2018-01-11,0.57,2,52
22328636,Luxury Upstairs Level in Single Family House,119618278,Amr,,Outer Sunset,37.75739201311451,-122.48948121781814,Entire home/apt,500,4,0,,,1,0
22338878,Private studio SF oasis in sunny Bayview District.,163328517,Maxine,,Bayview,37.732949562560705,-122.39200174956677,Private room,125,2,2,2018-02-19,2,1,104
22340219,Charming Private Bedroom & Bath in Pacific Heights,163339428,Jenny,,Pacific Heights,37.79085703696551,-122.4252492688751,Private room,128,1,16,2018-02-26,6.96,2,52
22356192,Beautiful Victorian,124883713,Enzo&Nika,,Russian Hill,37.7964632754161,-122.42243197378318,Entire home/apt,165,1,9,2018-02-27,4.29,1,27
22376065,Wyndham Canterbury - Fantastic Location,19803902,Lee,,Downtown/Civic Center,37.78948005290992,-122.41312919194476,Entire home/apt,500,4,0,,,2,0
22377109,Heart of Hayes Victorian Apartment,3553180,Krista And Robyn,,Western Addition,37.77417899156518,-122.42507404503769,Entire home/apt,175,2,8,2018-02-23,4.14,1,0
22378055,Your Sunny SF Sanctuary with Parking!,156917089,Barb,,Potrero Hill,37.759640995290326,-122.39471911735276,Entire home/apt,265,2,5,2018-02-20,3.75,1,72
22378695,Russian Hill gem,163643989,Vivien,,Russian Hill,37.80049894400482,-122.42321508281279,Entire home/apt,295,30,15,2018-02-26,8.33,1,65
22388111,Private entry in-law unit in sunny Bernal Heights,4555872,Rafael,,Bernal Heights,37.74724759180899,-122.41436289269708,Entire home/apt,125,2,7,2018-02-26,3.33,1,12
22388131,Well appointed private cottage with full kitchen.,111595419,Stan,,Bayview,37.73459207276845,-122.3923813173394,Entire home/apt,60,2,11,2018-02-27,11,1,43
22396902,"Charming Room, ""The Library"" in Duboce Triangle",72308207,Stephen,,Castro/Upper Market,37.768585735007804,-122.43348451904338,Private room,70,2,14,2018-02-22,7.92,1,15
22402266,Sunny Flat by Ocean Beach w/Free Prkg & Laundry!,80517551,Lily And Jacob,,Parkside,37.74581625668365,-122.48849885618755,Entire home/apt,199,1,15,2018-02-26,6.92,1,50
22422838,Nice Clean Private Room in Bayview District,2669778,Darren,,Bayview,37.73845197579318,-122.39119828014452,Private room,100,2,5,2018-02-26,2.88,3,133
22430481,Sparkling Sunset Oasis near GG Park & the Ocean,55550031,Molly,,Outer Sunset,37.75851430691762,-122.49693031789005,Entire home/apt,135,3,5,2018-02-28,3.26,1,38
22433330,Chic Alamo Square Victorian Near Painted Ladies,151669,Connie,,Western Addition,37.777793350267444,-122.43757929501535,Entire home/apt,450,2,7,2018-02-25,7,1,173
22433866,Amazing Newly Renovated Suite in Great Location!,9954558,Lisa,,Castro/Upper Market,37.76791932229123,-122.43563187122207,Entire home/apt,110,1,6,2018-03-01,4.74,1,44
22435235,Castro 4bd/2ba flat all yours,102598592,Luke,,Castro/Upper Market,37.76560183418244,-122.43386286245298,Entire home/apt,485,30,0,,,1,127
22439992,Brand New Garden Apartment w/ Free Parking+Laundry,164392538,Yevgen,,Outer Sunset,37.75025487994627,-122.50120286601036,Entire home/apt,130,1,9,2018-02-27,9,2,25
22442723,Sunny Union Square,74541016,Philip,,Downtown/Civic Center,37.787962854692886,-122.4094945379377,Private room,100,30,4,2018-02-25,4,1,67
22451601,"Cozy, quiet room in 1920s garden apartment",51861222,Priya,,North Beach,37.80133170988864,-122.40976011366946,Private room,120,2,2,2018-02-16,2,1,23
22452250,Spacious Flat in a Prime Marina location!,164513796,John,,Pacific Heights,37.79626093317498,-122.43055156173789,Entire home/apt,425,2,7,2018-02-26,4.20,1,18
22468044,Private King ensuite with private patio.,8119896,Patsy,,Inner Richmond,37.78181939442643,-122.45946826798075,Private room,239,1,0,,,5,0
22468462,Sunny Cozy Private Rm with own Bathroom,157088607,Steve,,Outer Mission,37.71126946836264,-122.45156756179935,Private room,50,5,3,2018-02-21,2.81,3,150
22468629,Private Queen with shared bath in Beautiful home.,8119896,Patsy,,Inner Richmond,37.7805187270464,-122.45910881051662,Private room,139,1,0,,,5,0
22469468,Private master bedroom in SF (private bath & deck),10267172,Cédric & Jun,,Visitacion Valley,37.721887066668515,-122.40369966460881,Private room,130,2,8,2018-02-27,5.33,1,181
22478127,New modern two bedroom in-law unit,159753287,Shaun,,Outer Sunset,37.74966307847544,-122.48923245187844,Entire home/apt,159,2,7,2018-02-25,5.12,3,264
22483206,Modern 2 bdrm in SF Castro with sweeping views,84011857,Preston,,Castro/Upper Market,37.75985730353237,-122.44167474397177,Entire home/apt,325,3,0,,,2,223
22483620,Modern Living with Iconic Charm,21739631,Taylor,,Castro/Upper Market,37.75845141971951,-122.42926926037902,Entire home/apt,300,2,0,,,1,0
22487945,Cozy private room in Sunset District,159753287,Shaun,,Outer Sunset,37.74873109538975,-122.48984004922794,Private room,74,2,5,2018-02-25,2.83,3,233
22495406,"Paradise for walking, transit, shopping, and food",3138116,Jay,,Castro/Upper Market,37.76393574011793,-122.43001124805248,Private room,85,5,2,2018-01-25,1.15,2,36
22505200,Cozy & Convenient 1 Bdrm in the Heart of SoMa,21510528,Emily,,Financial District,37.784503489599906,-122.39833589136165,Entire home/apt,143,2,6,2018-02-28,6,1,0
22512581,Hayes Valley Haven - sunny with private entrance,152997097,James,,Western Addition,37.77249088895223,-122.42694448973063,Private room,90,2,5,2018-01-26,2.59,2,49
22515755,Twin bed private room in Trendy Location,8119896,Patsy,,Inner Richmond,37.78254950019752,-122.45897724556274,Private room,129,1,0,,,5,0
22516400,Enjoy SF from a Haight Ashbury suite!,165282814,Vince & Valerie,,Haight Ashbury,37.76965326047787,-122.45014094876848,Entire home/apt,150,2,7,2018-03-02,4.88,1,29
22516752,Twin Share in a Trending Neighborhood,8119896,Patsy,,Inner Richmond,37.780768442588005,-122.45907609228611,Shared room,70,1,0,,,5,0
22516793,Luxury Studio at the Heart of San Francisco,5186786,Aaron,,South of Market,37.777574704349874,-122.41616676659847,Shared room,69,3,0,,,1,76
22517133,Venue Space 4 JP Morgan HealthCare Conference,118412894,Marbella,,Nob Hill,37.79240324261229,-122.4220207169424,Entire home/apt,499,1,0,,,49,86
22525784,Large upstairs sunny queen room in Mission Terrace,9109983,Geoffrey,,Outer Mission,37.723394584954725,-122.44014728911218,Private room,80,1,3,2018-01-31,1.70,4,317
22528452,Dorm Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78545927670192,-122.40883179265249,Private room,75,21,0,,,1,365
22529017,Sunset Orchid Garden Suite: 2 Bedrooms 2 Baths,124740942,Mika,,Outer Sunset,37.76210305330915,-122.48536028869405,Entire home/apt,95,2,8,2018-02-28,5.58,1,4
22532009,Jj's Homes,158469625,Jinza,,Twin Peaks,37.75176654469655,-122.44983253754108,Entire home/apt,365,2,2,2018-02-25,2,1,306
22532473,Two Comfy Clean Private Rooms in Sunny Bayview,2669778,Darren,,Bayview,37.73706592253548,-122.39157680944095,Private room,250,3,0,,,3,109
22536187,Sunny Town-home in Vibrant Bayview District,2669778,Darren,,Bayview,37.738257050272054,-122.39098872343212,Entire home/apt,300,3,0,,,3,133
22536998,Sunset 4EverHome steps away from Golden Gate Park,34007109,Vicky,,Inner Sunset,37.760023626956546,-122.47668371673443,Entire home/apt,230,1,4,2018-02-25,3.53,2,284
22548614,"Airy private room in quiet home, Castro",165656350,Judy,,Castro/Upper Market,37.75730644930764,-122.43329999724867,Private room,100,1,6,2018-02-26,3.53,1,81
22553944,Sunny Victorian Guest Room in the Heart of SF,777447,Michael & Lesley,,Castro/Upper Market,37.76873329888184,-122.43262179739543,Private room,295,2,1,2018-01-10,0.56,2,349
22554459,1887 Historic Bungalow,165727609,Stephanie,,Inner Sunset,37.7637038886291,-122.45442772266678,Private room,195,2,0,,,1,176
22555398,"2-Bedroom Suite with Kitchen near SFO, 101, SFSU",165737589,Claire,,Ocean View,37.713248347482704,-122.46986050862756,Entire home/apt,150,1,3,2018-02-25,3,2,155
22563498,Cozy Private Room/Shared Bath in Pacific Heights,163339428,Jenny,,Pacific Heights,37.79271797698542,-122.42289294973344,Private room,99,1,7,2018-03-01,6.18,2,52
22563829,Victorian Mansion by Haight-Ashbury and GG Park,720864,Eddie,,Haight Ashbury,37.77388120020525,-122.44902818172484,Private room,70,3,1,2018-01-09,0.55,1,20
22568177,AMAZING Spacious APT Near Golden Gate Pk & Bridge,2818775,Elena,,Inner Richmond,37.78023585034576,-122.4735349941015,Entire home/apt,350,2,0,,,3,140
22568473,Witchy Bohemian Victorian guest room in NOPA,224980,Robin,,Western Addition,37.777031794617635,-122.44151247404271,Private room,99,1,6,2018-02-27,3.33,2,0
22569379,Stunning SoMa Loft,21462943,Tony,,South of Market,37.778347876723004,-122.40480458031895,Private room,349,1,1,2018-01-11,0.57,1,1
22570708,Guest suite with 2 private rooms and kitchen,18658510,Sammy,,Glen Park,37.738989384989765,-122.43039633004253,Private room,180,1,1,2018-02-19,1,3,235
22572922,Panoramic Twin Peaks Condo 1bdrm/1bath,75592457,William,,Twin Peaks,37.74780689092794,-122.44550708750621,Private room,180,1,0,,,1,0
22575652,Lovely Room 5 Minutes from Haight & Golden Gate,143014397,Jessicca,,Haight Ashbury,37.772024913982236,-122.45111862492162,Private room,95,1,2,2018-02-22,2,1,144
22581115,Bring Your Family to Sunny Bernal Heights,6887629,Sig & Michelle,,Bernal Heights,37.73330121656639,-122.41979720416167,Entire home/apt,357,3,3,2018-01-27,1.80,1,167
22584903,The Hommie 1,125180594,Kim,,West of Twin Peaks,37.742660006001984,-122.46853809405982,Private room,95,1,8,2018-02-25,4.53,2,284
22586319,Cozy Guest Suite 1BA/1BR (B),149498560,Jean,,Visitacion Valley,37.71397309492322,-122.4082638348663,Entire home/apt,67,1,16,2018-02-25,9.23,4,28
22587834,SAN FRANCSICO THE DONATELLO IN UNION SQUARE,64646820,Michelle,,Downtown/Civic Center,37.7883429024627,-122.41069044022323,Entire home/apt,225,1,2,2018-01-22,1.22,8,43
22603366,舊金山民宿-慢活陽光小居,4348219,Daniel,,Bayview,37.73593520123501,-122.3978635031163,Private room,90,3,0,,,1,243
22608611,Shared Room Close to public transit Noe Valley,26932354,Ali,,Noe Valley,37.748538439873386,-122.42654980705956,Private room,129,3,0,,,1,0
22615137,Pristine central Hayes Valley condo/BUSINESS READY,166447017,Rob,,Western Addition,37.77230403157894,-122.42542437369512,Entire home/apt,300,2,3,2018-02-24,3,1,65
22619139,NEW Spacious Luxury Garden Apartment,4103410,Yuanxuan,,Outer Mission,37.72556513762095,-122.43806377630993,Entire home/apt,115,1,10,2018-02-18,6.98,1,47
22627473,"Beautiful, spacious San Francisco Home",11667252,Cheney,,Castro/Upper Market,37.75653267678796,-122.43902219250586,Entire home/apt,600,7,0,,,2,82
22631702,Modern Luxury in the Heart of it All,6230497,Dani,,South of Market,37.77615976137031,-122.39356669222437,Private room,124,3,4,2018-02-24,4,1,53
22638675,"Private floor - 2 Bd, 2 Ba, Roof-deck w/ Bay View",617114,Vikram,,Visitacion Valley,37.71854166716384,-122.4029681295351,Private room,140,2,0,,,3,39
22653273,Comfortable in-law apartment in the Outer Mission,145411824,Karen,,Outer Mission,37.71342596334348,-122.44424323747764,Entire home/apt,100,2,2,2018-02-21,2,1,23
22653727,Glen Park-Luxury View Home,166845856,Jimmy,,Outer Mission,37.734906981166056,-122.4409281514728,Entire home/apt,600,3,0,,,1,0
