SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
050,2,3,26,151,Michigan,Sanilac County,43114,43106,43087,42705,42306,41901,41661,41464,41405,41242,41192,41170,-19,-382,-399,-405,-240,-197,-59,-163,-50,-22,133,470,426,440,446,417,436,460,421,426,84,436,435,468,477,485,474,559,503,491,49,34,-9,-28,-31,-68,-38,-99,-82,-65,0,4,8,9,8,11,11,7,4,4,-70,-421,-406,-391,-214,-136,-30,-68,31,42,-70,-417,-398,-382,-206,-125,-19,-61,35,46,2,1,8,5,-3,-4,-2,-3,-3,-3,566,566,566,566,566,565,565,564,565,564,564,10.956732562,10.022232417,10.450437612,10.6747086,10.033082707,10.522632106,11.131680521,10.214231992,10.344576382,10.164117866,10.233969722,11.11546546,11.41667265,11.669172932,11.439742244,13.527411763,12.203702356,11.922974187,0.792614696,-0.211737305,-0.665027848,-0.741964051,-1.636090226,-0.917110138,-2.395731243,-1.989470364,-1.578397805,0.0932487878,0.1882109374,0.2137589512,0.1914745937,0.2646616541,0.2654792504,0.1693951384,0.0970473348,0.0971321726,-9.814434912,-9.551705073,-9.286638878,-5.121945382,-3.272180451,-0.724034319,-1.645552773,0.752116845,1.0198878123,-9.721186125,-9.363494136,-9.072879927,-4.930470788,-3.007518797,-0.458555069,-1.476157634,0.8491641798,1.1170199849
050,2,3,26,153,Michigan,Schoolcraft County,8485,8485,8472,8477,8350,8263,8137,8121,7967,8013,8044,8094,-13,5,-127,-87,-126,-16,-154,46,31,50,18,71,82,66,65,55,63,62,77,64,31,106,107,99,141,103,99,122,108,108,-13,-35,-25,-33,-76,-48,-36,-60,-31,-44,1,1,3,1,0,0,-1,-1,-1,-1,1,39,-108,-54,-50,33,-117,107,63,94,2,40,-105,-53,-50,33,-118,106,62,93,-2,0,3,-1,0,-1,0,0,0,1,140,140,140,140,140,140,140,140,140,140,140,8.3780754027,9.74624116,7.945584783,7.9268292683,6.7658998647,7.8319244157,7.7596996245,9.5908326587,7.9315900359,12.508112573,12.717656148,11.918377175,17.195121951,12.670685201,12.307309796,15.269086358,13.452076976,13.384558186,-4.13003717,-2.971414988,-3.972792392,-9.268292683,-5.904785336,-4.47538538,-7.509386733,-3.861244317,-5.45296815,0.118001062,0.3565697985,0.1203876482,0,0,-0.124316261,-0.125156446,-0.124556268,-0.123931094,4.6020414184,-12.83651275,-6.500933004,-6.097560976,4.0595399188,-14.54500249,13.391739675,7.8470449025,11.649522865,4.7200424804,-12.47994295,-6.380545356,-6.097560976,4.0595399188,-14.66931875,13.266583229,7.7224886342,11.525591771
050,2,3,26,155,Michigan,Shiawassee County,70648,70668,70634,69998,69329,68903,68808,68505,68542,68400,68133,68122,-34,-636,-669,-426,-95,-303,37,-142,-267,-11,178,690,698,710,713,707,714,691,696,676,145,661,676,732,733,748,716,737,719,734,33,29,22,-22,-20,-41,-2,-46,-23,-58,7,6,4,10,7,15,16,12,9,8,-74,-673,-716,-417,-74,-276,27,-106,-252,43,-67,-667,-712,-407,-67,-261,43,-94,-243,51,0,2,21,3,-8,-1,-4,-2,-1,-4,821,821,821,821,821,821,821,821,821,821,821,9.8128448717,10.019594192,10.272585219,10.355018844,10.297641156,10.419782994,10.091863709,10.195337391,9.9225716487,9.4004209568,9.7037903637,10.590890677,10.645482205,10.894816951,10.448970061,10.763680974,10.532252276,10.773916554,0.4124239149,0.3158038284,-0.318305457,-0.290463362,-0.597175795,-0.029187067,-0.671817266,-0.336914885,-0.851344905,0.0853290858,0.0574188779,0.1446842989,0.1016621766,0.2184789496,0.2334965377,0.175256678,0.1318362594,0.1174268834,-9.571079129,-10.27797914,-6.033335262,-1.074714438,-4.020012672,0.3940254073,-1.548100656,-3.691415262,0.6311694984,-9.485750043,-10.22056026,-5.888650964,-0.973052262,-3.801533722,0.627521945,-1.372843978,-3.559579003,0.7485963818
050,2,3,26,157,Michigan,Tuscola County,55729,55722,55698,55400,54708,54216,53923,53726,53276,52815,52633,52245,-24,-298,-692,-492,-293,-197,-450,-461,-182,-388,155,507,532,570,549,586,552,524,567,536,104,544,517,578,557,591,597,603,614,650,51,-37,15,-8,-8,-5,-45,-79,-47,-114,2,13,17,14,10,6,10,6,7,7,-78,-274,-746,-506,-297,-196,-414,-387,-140,-281,-76,-261,-729,-492,-287,-190,-404,-381,-133,-274,1,0,22,8,2,-2,-1,-1,-2,0,1235,1235,1236,1225,1079,1080,1079,1080,1077,1078,1078,9.1270769951,9.6632397283,10.466013,10.153598609,10.887235367,10.317564158,9.8783120152,10.754115773,10.221400103,9.7931555924,9.3907799615,10.61290441,10.30155633,10.980129867,11.158669931,11.367599514,11.645550413,12.395354602,-0.666078597,0.2724597668,-0.146891411,-0.147957721,-0.0928945,-0.841105774,-1.489287498,-0.891434641,-2.1739545,0.2340276153,0.3087877357,0.2570599684,0.1849471514,0.1114733997,0.1869123942,0.1131104429,0.1327668614,0.1334884342,-4.932582045,-13.5503324,-9.290881716,-5.492930395,-3.641464389,-7.738173118,-7.295623568,-2.655337228,-5.358607144,-4.698554429,-13.24154467,-9.033821747,-5.307983244,-3.529990989,-7.551260724,-7.182513126,-2.522570366,-5.225118709
050,2,3,26,159,Michigan,Van Buren County,76258,76269,76149,75936,75298,75318,75226,75060,75267,75303,75481,75677,-120,-213,-638,20,-92,-166,207,36,178,196,233,939,967,888,914,885,873,848,865,865,189,698,722,720,685,770,741,842,773,802,44,241,245,168,229,115,132,6,92,63,11,13,91,40,50,41,88,43,39,39,-181,-469,-999,-184,-372,-319,-8,-9,51,99,-170,-456,-908,-144,-322,-278,80,34,90,138,6,2,25,-4,1,-3,-5,-4,-4,-5,877,877,877,877,877,877,877,877,877,877,877,12.348357826,12.788129653,11.791575928,12.142629397,11.777544149,11.614679998,11.263863984,11.473365874,11.444978102,9.1790774896,9.5481174868,9.5607372391,9.1003294718,10.247128808,9.8585084516,11.184166833,10.25307725,10.611413223,3.1692803367,3.2400121666,2.2308386891,3.0422999256,1.5304153414,1.756171546,0.0796971508,1.2202886248,0.8335648791,0.1709570306,1.2034330904,0.5311520688,0.6642576257,0.5456263391,1.1707810307,0.5711629143,0.5172962649,0.5160163537,-6.167603643,-13.21131492,-2.443299517,-4.942076735,-4.245239077,-0.106434639,-0.119545726,0.6764643463,1.3098876672,-5.996646612,-12.00788183,-1.912147448,-4.277819109,-3.699612738,1.0643463915,0.451617188,1.1937606112,1.825904021
050,2,3,26,161,Michigan,Washtenaw County,344791,345163,345717,349753,352303,356040,360021,362975,366135,368807,369483,367601,554,4036,2550,3737,3981,2954,3160,2672,676,-1882,975,3824,3778,3666,3750,3649,3698,3666,3487,3473,547,2064,2077,2140,2164,2183,2179,2227,2406,2448,428,1760,1701,1526,1586,1466,1519,1439,1081,1025,517,2159,2202,2304,2219,2016,2452,1965,1208,1160,-385,120,-1328,-34,244,-486,-802,-718,-1622,-4098,132,2279,874,2270,2463,1530,1650,1247,-414,-2938,-6,-3,-25,-59,-68,-42,-9,-14,9,31,18087,18088,18242,18036,18213,19652,21409,22320,22583,22604,20947,10.996879808,10.762674203,10.350917564,10.473968,10.094108404,10.143874038,9.9762974493,9.4461525959,9.4236206457,5.9355543733,5.9169069134,6.042270482,6.0441778005,6.0387609337,5.9771502242,6.0603421767,6.5177640223,6.6423908266,5.0613254346,4.8457672892,4.308647082,4.4297901994,4.0553474708,4.166723814,3.9159552727,2.9283885736,2.7812298191,6.2087509166,6.2730038629,6.5053229862,6.1977959978,5.5767943391,6.7260084212,5.3473607441,3.2724268241,3.1475381368,0.3450903705,-3.783173992,-0.09599869,0.6815061845,-1.344405778,-2.199942396,-1.953895682,-4.393937342,-11.11949249,6.5538412872,2.4898298711,6.4093242963,6.8793021824,4.2323885609,4.5260660257,3.3934650625,-1.121510518,-7.97195435
050,2,3,26,163,Michigan,Wayne County,1820584,1820473,1815081,1803189,1795929,1780225,1771679,1764872,1760612,1757217,1754453,1749343,-5392,-11892,-7260,-15704,-8546,-6807,-4260,-3395,-2764,-5110,5916,23818,23271,23376,23721,23285,23322,23067,23146,22766,4546,17972,17483,18145,17752,18396,17989,18280,18297,18385,1370,5846,5788,5231,5969,4889,5333,4787,4849,4381,855,4251,4585,4482,4366,4397,5665,4269,2739,2533,-8051,-22088,-17875,-25954,-19143,-16163,-15276,-12460,-10365,-12052,-7196,-17837,-13290,-21472,-14777,-11766,-9611,-8191,-7626,-9519,434,99,242,537,262,70,18,9,13,28,23849,23831,23813,22724,22564,22621,22881,22872,22778,22734,23181,13.165407778,12.931501551,13.073262505,13.356779913,13.168196924,13.230523809,13.114338417,13.182332053,12.995048799,9.934029246,9.7151579915,10.147773278,9.9957656513,10.403356264,10.205123609,10.392773498,10.420683037,10.494332433,3.2313785317,3.2163435597,2.9254892267,3.3610142616,2.7648406597,3.0254002004,2.7215649197,2.761649016,2.5007163659,2.3497417274,2.5478464446,2.5066034628,2.4583997766,2.4866034733,3.2137431343,2.4270651018,1.5599415663,1.4458604325,-12.20914968,-9.932989138,-14.51503487,-10.77900754,-9.140543993,-8.666044152,-7.083914539,-5.903174273,-6.879395947,-9.859407949,-7.385142693,-12.0084314,-8.320607764,-6.65394052,-5.452301017,-4.656849438,-4.343232707,-5.433535514
050,2,3,26,165,Michigan,Wexford County,32735,32735,32739,32640,32521,32479,32851,32889,33081,33234,33446,33631,4,-99,-119,-42,372,38,192,153,212,185,109,441,374,392,426,423,398,367,377,362,97,361,345,363,345,373,368,324,346,341,12,80,29,29,81,50,30,43,31,21,0,4,7,12,12,12,17,14,14,6,-4,-183,-153,-77,276,-19,148,98,166,160,-4,-179,-146,-65,288,-7,165,112,180,166,-4,0,-2,-6,3,-5,-3,-2,1,-2,389,389,389,389,389,389,389,389,389,389,389,13.490570367,11.479259066,12.061538462,13.041481708,12.868877396,12.066090647,11.068385735,11.307738452,10.793565604,11.043301366,10.58915609,11.169230769,10.561763355,11.347733496,11.156586327,9.7715448993,10.377924415,10.167419533,2.4472690007,0.8901029757,0.8923076923,2.479718353,1.5211439002,0.9095043201,1.2968408354,0.9298140372,0.6261460709,0.12236345,0.2148524424,0.3692307692,0.3673656819,0.3650745361,0.5153857814,0.4222272487,0.4199160168,0.1788988774,-5.598127839,-4.696060527,-2.369230769,8.4494106842,-0.578034682,4.4868879794,2.9555907412,4.9790041992,4.7706367309,-5.475764389,-4.481208085,-2,8.8167763661,-0.212960146,5.0022737608,3.3778179899,5.398920216,4.9495356083
040,2,4,27,000,Minnesota,Minnesota,5303925,5303927,5310828,5346143,5376643,5413479,5451079,5482032,5522744,5566230,5606249,5639632,6901,35315,30500,36836,37600,30953,40712,43486,40019,33383,17496,68367,68043,68955,69903,69711,69808,69570,67861,67642,9361,39959,39303,41318,40795,42860,42608,43970,43494,43200,8135,28408,28740,27637,29108,26851,27200,25600,24367,24442,2935,11811,11227,10994,15877,16400,16197,10604,9256,9113,-4035,-4853,-9113,-1373,-6701,-11865,-2475,7531,6566,65,-1100,6958,2114,9621,9176,4535,13722,18135,15822,9178,-134,-51,-354,-422,-684,-433,-210,-249,-170,-237,135395,135391,136009,135724,134351,134732,134038,132517,131642,130946,130567,12.830475001,12.691291237,12.781134449,12.868079861,12.752271517,12.686855234,12.547599084,12.14788589,12.0296489,7.4991289739,7.3307440809,7.6584861598,7.5097394666,7.8404033399,7.7435469836,7.9304000532,7.7859175211,7.6828129339,5.3313460269,5.3605471563,5.1226482889,5.3583403945,4.9118681773,4.9433082509,4.6171990303,4.3619683689,4.346835966,2.2165772995,2.0940453349,2.0377897488,2.9227143893,3.0000610073,2.9436310198,1.9125304108,1.6569286011,1.6206822747,-0.910765357,-1.699744824,-0.254492025,-1.233552253,-2.170470967,-0.449804703,1.3582861679,1.1753882017,0.011559788,1.3058119422,0.3943005111,1.7832977236,1.6891621362,0.8295900407,2.4938263169,3.2708165787,2.8323168027,1.6322420627
050,2,4,27,001,Minnesota,Aitkin County,16202,16192,16210,16170,16036,15872,15849,15852,15754,15792,15887,15886,18,-40,-134,-164,-23,3,-98,38,95,-1,30,116,137,104,98,106,110,115,130,124,41,211,196,207,211,208,229,231,217,207,-11,-95,-59,-103,-113,-102,-119,-116,-87,-83,0,3,4,0,3,-1,1,-1,-1,-1,30,54,-77,-60,89,106,21,156,184,84,30,57,-73,-60,92,105,22,155,183,83,-1,-2,-2,-1,-2,0,-1,-1,-1,-1,274,274,274,274,274,274,274,274,274,274,274,7.1649166152,8.5077314786,6.5187413815,6.1788720406,6.6874861992,6.9607036639,7.2909402143,8.2073297768,7.8053693387,13.032736257,12.171645035,12.974802557,13.303489802,13.122614429,14.490919446,14.645279909,13.699927397,13.029931074,-5.867819642,-3.663913556,-6.456061176,-7.124617761,-6.435128229,-7.530215782,-7.354339694,-5.49259762,-5.224561735,0.1852995676,0.2484009191,0,0.1891491441,-0.063089492,0.0632791242,-0.06339948,-0.063133306,-0.062946527,3.3353922174,-4.781717692,-3.760812335,5.6114246083,6.6874861992,1.3288616086,9.8903188994,11.6165283,5.2875082617,3.5206917851,-4.533316773,-3.760812335,5.8005737524,6.6243967067,1.3921407328,9.8269194193,11.553394994,5.2245617348
050,2,4,27,003,Minnesota,Anoka County,330844,330858,331437,332903,336091,339075,341871,344176,346526,350203,353441,356921,579,1466,3188,2984,2796,2305,2350,3677,3238,3480,1084,4067,4064,4061,4322,4123,4289,4280,4259,4218,461,1778,1729,1866,1890,2037,1994,2283,2154,2166,623,2289,2335,2195,2432,2086,2295,1997,2105,2052,137,409,416,371,531,506,473,270,229,234,-156,-1235,512,467,-116,-259,-408,1432,920,1216,-19,-826,928,838,415,247,65,1702,1149,1450,-25,3,-75,-49,-51,-28,-10,-22,-16,-22,3009,3009,3007,3007,3008,2979,3002,2975,2958,2959,2944,12.24373062,12.149585796,12.029634194,12.694104966,12.019584664,12.419248822,12.285982068,12.105553376,11.875635239,5.3526808562,5.1689551775,5.5275295261,5.5511009684,5.938368654,5.7738358945,6.5534806216,6.1224141754,6.098299177,6.8910497637,6.9806306185,6.5021046676,7.1430039974,6.08121601,6.6454129277,5.732501446,5.9831392011,5.7773360625,1.2312972273,1.2436583886,1.0989889894,1.559595034,1.475117594,1.3696210522,0.7750502706,0.6508973288,0.6588190247,-3.717975735,1.5306564782,1.3833634988,-0.340702493,-0.75505031,-1.181406743,4.1106369909,2.6149587007,3.4236065555,-2.486678508,2.7743148668,2.4823524881,1.2188925407,0.720067284,0.1882143095,4.8856872615,3.2658560295,4.0824255802
050,2,4,27,005,Minnesota,Becker County,32504,32506,32551,32764,32990,33181,33257,33445,33718,34082,34389,34423,45,213,226,191,76,188,273,364,307,34,102,439,426,417,426,398,421,439,408,413,68,359,341,324,326,340,363,348,356,373,34,80,85,93,100,58,58,91,52,40,3,11,29,33,45,43,38,26,26,26,13,123,118,71,-63,91,179,248,230,-31,16,134,147,104,-18,134,217,274,256,-5,-5,-1,-6,-6,-6,-4,-2,-1,-1,-1,458,458,458,458,458,458,458,458,458,458,458,13.442547654,12.957386623,12.603708573,12.823986273,11.933675152,12.536664533,12.949852507,11.917454105,12.003720281,10.992880655,10.371992578,9.7928095389,9.8136608567,10.194596864,10.809523101,10.265486726,10.398562895,10.841132361,2.4496669984,2.5853940445,2.8108990343,3.0103254162,1.7390782885,1.727141432,2.6843657817,1.5188912094,1.1625879207,0.3368292123,0.8820756152,0.9974157864,1.3546464373,1.2893166622,1.131575421,0.7669616519,0.7594456047,0.7556821485,3.76636301,3.5891352617,2.1459551767,-1.896505012,2.7285538665,5.3303157989,7.3156342183,6.718172657,-0.901005639,4.1031922223,4.4712108769,3.1433709631,-0.541858575,4.0178705286,6.4618912199,8.0825958702,7.4776182617,-0.14532349
050,2,4,27,007,Minnesota,Beltrami County,44442,44443,44572,45052,45147,45487,45636,45605,46008,46477,46735,47188,129,480,95,340,149,-31,403,469,258,453,181,724,705,740,690,621,677,691,649,638,68,430,380,441,387,419,388,422,443,433,113,294,325,299,303,202,289,269,206,205,11,26,18,42,62,59,54,31,29,29,10,161,-247,6,-212,-290,64,171,24,219,21,187,-229,48,-150,-231,118,202,53,248,-5,-1,-1,-7,-4,-2,-4,-2,-1,0,2079,2079,2107,2061,2033,2077,2062,2033,2090,2017,2002,16.156386682,15.632102351,16.329412803,15.144365308,13.612301487,14.779561853,14.942963724,13.925245677,13.585596712,9.5956440239,8.4258140334,9.7314473597,8.494013586,9.1844675091,8.4704135876,9.1258041845,9.505213921,9.2203187718,6.5607426582,7.2062883181,6.5979654434,6.6503517224,4.4278339781,6.309148265,5.8171595394,4.4200317556,4.3652779404,0.5802017317,0.3991175068,0.9268045104,1.3607980422,1.2932782411,1.1788719941,0.6703789804,0.6222374802,0.6175271233,3.5927876462,-5.476779122,0.1324006443,-4.65305137,-6.356791355,1.3971816227,3.6978969563,0.514955156,4.6633944827,4.1729893778,-5.077661615,1.0592051548,-3.292253328,-5.063513114,2.5760536168,4.3682759366,1.1371926361,5.280921606
050,2,4,27,009,Minnesota,Benton County,38451,38451,38462,38731,38671,38975,39137,39422,39687,40135,40510,40889,11,269,-60,304,162,285,265,448,375,379,151,582,565,551,541,626,600,534,554,538,97,311,320,319,349,333,343,379,362,330,54,271,245,232,192,293,257,155,192,208,0,6,4,5,51,77,72,53,50,50,-43,-7,-315,74,-77,-83,-64,243,134,123,-43,-1,-311,79,-26,-6,8,296,184,173,0,-1,6,-7,-4,-2,0,-3,-1,-2,1048,1048,1048,1048,1048,1048,1048,1048,1049,1049,1049,15.079087482,14.599105966,14.192617778,13.851904957,15.937066409,15.168944115,13.379769988,13.739227478,13.218835612,8.0577254414,8.2685201933,8.2167787136,8.9358869316,8.4777046551,8.6715797191,9.4961288868,8.9776179552,8.1082077175,7.0213620406,6.330585773,5.9758390645,4.9160180254,7.4593617536,6.497364396,3.8836411015,4.7616095232,5.1106278947,0.1554545101,0.1033565024,0.128789635,1.305817288,1.9603100854,1.8202732938,1.3279546992,1.24000248,1.2285163208,-0.181363595,-8.139324565,1.9060865982,-1.971528062,-2.113061521,-1.618020706,6.0885470171,3.3232066464,3.0221501493,-0.025909085,-8.035968063,2.0348762332,-0.665710774,-0.152751435,0.2022525882,7.4165017163,4.5632091264,4.2506664701
050,2,4,27,011,Minnesota,Big Stone County,5269,5268,5273,5206,5134,5069,5087,4993,5002,5004,4990,4991,5,-67,-72,-65,18,-94,9,2,-14,1,15,57,60,55,55,52,55,58,64,70,9,85,88,73,73,74,71,78,66,70,6,-28,-28,-18,-18,-22,-16,-20,-2,0,0,0,0,4,2,2,1,1,1,1,0,-37,-44,-50,33,-74,25,21,-11,1,0,-37,-44,-46,35,-72,26,22,-10,2,-1,-2,0,-1,1,0,-1,0,-2,-1,137,137,137,137,137,137,137,137,137,137,137,10.878900658,11.605415861,10.781142801,10.831035841,10.317460317,11.005502751,11.593044173,12.807684611,14.026650636,16.222922035,17.021276596,14.309516809,14.37573848,14.682539683,14.207103552,15.590645613,13.207924755,14.026650636,-5.344021376,-5.415860735,-3.528374008,-3.544702639,-4.365079365,-3.2016008,-3.997601439,-0.400240144,0,0,0,0.7840831128,0.3938558488,0.3968253968,0.20010005,0.199880072,0.200120072,0.2003807234,-7.061742533,-8.510638298,-9.80103891,6.4986215045,-14.68253968,5.0025012506,4.1974815111,-2.201320792,0.2003807234,-7.061742533,-8.510638298,-9.016955797,6.8924773533,-14.28571429,5.2026013007,4.3973615831,-2.00120072,0.4007614467
050,2,4,27,013,Minnesota,Blue Earth County,64013,64013,64086,64359,64974,64737,65300,65673,66355,66916,67378,67653,73,273,615,-237,563,373,682,561,462,275,207,769,767,725,739,700,746,745,696,715,95,475,464,477,466,485,479,512,499,470,112,294,303,248,273,215,267,233,197,245,20,99,74,80,197,194,180,124,106,103,-57,-121,246,-578,104,-26,234,207,160,-72,-37,-22,320,-498,301,168,414,331,266,31,-2,1,-8,13,-11,-10,1,-3,-1,-1,4529,4530,4556,4584,4012,4082,4155,4167,4064,3937,3938,11.973996652,11.860855311,11.178697258,11.365995832,10.689226024,11.300633199,11.180226756,10.365317885,10.590160778,7.3961617813,7.1752762249,7.354811851,7.1671908764,7.4061066021,7.2560365983,7.6835920793,7.4314563569,6.9613644274,4.577834871,4.6855790865,3.8238854068,4.1988049555,3.2831194216,4.0445966007,3.4966346767,2.9338615277,3.6287963505,1.5415158239,1.1443328462,1.2335114215,3.0299068727,2.9624426408,2.7266943376,1.8608699567,1.5786259997,1.5255756086,-1.884074896,3.8041335158,-8.912120021,1.599544745,-0.397028395,3.5447026388,3.1064522664,2.3828316976,-1.066421785,-0.342559072,4.948466362,-7.678608599,4.6294516176,2.5654142457,6.2713969764,4.9673222231,3.9614576973,0.4591538239
050,2,4,27,015,Minnesota,Brown County,25893,25893,25843,25658,25412,25267,25272,25240,25272,25172,25125,25008,-50,-185,-246,-145,5,-32,32,-100,-47,-117,57,250,292,257,290,262,289,302,260,276,85,282,277,321,302,311,268,314,273,275,-28,-32,15,-64,-12,-49,21,-12,-13,1,1,6,3,7,18,16,17,9,8,8,-22,-159,-270,-88,1,5,-4,-95,-41,-125,-21,-153,-267,-81,19,21,13,-86,-33,-117,-1,0,6,0,-2,-4,-2,-2,-1,-1,1111,1111,1111,1085,1115,1125,1128,1112,1117,1134,1134,9.7085493486,11.435284903,10.142268001,11.476285641,10.373772569,11.442825467,11.973673777,10.338588783,11.010711507,10.951243665,10.847855884,12.667968981,11.951166426,12.313905607,10.61133988,12.449448894,10.855518222,10.970817625,-1.242694317,0.587429019,-2.525700981,-0.474880785,-1.940133038,0.8314855876,-0.475775117,-0.516929439,0.0398938823,0.2330051844,0.1174858038,0.2762485448,0.7123211777,0.6335128286,0.6731073804,0.3568313377,0.3181104241,0.3191510582,-6.174637386,-10.57372234,-3.472838848,0.0395733988,0.1979727589,-0.158378207,-3.766553009,-1.630315923,-4.986735284,-5.941632201,-10.45623654,-3.196590304,0.7518945765,0.8314855876,0.5147291733,-3.409721672,-1.312205499,-4.667584226
050,2,4,27,017,Minnesota,Carlton County,35386,35386,35416,35445,35272,35275,35365,35409,35555,35509,35822,35871,30,29,-173,3,90,44,146,-46,313,49,104,368,388,362,355,363,357,371,355,368,74,351,345,392,386,393,392,389,347,368,30,17,43,-30,-31,-30,-35,-18,8,0,0,7,4,3,14,18,12,6,3,2,3,7,-221,34,115,60,171,-31,302,50,3,14,-217,37,129,78,183,-25,305,52,-3,-2,1,-4,-8,-4,-2,-3,0,-3,1984,1984,2007,2031,2051,1992,2000,1985,1993,1998,1999,10.386531378,10.973316176,10.262661772,10.050962627,10.258004352,10.061439603,10.441292356,9.953596613,10.265995285,9.9067187875,9.7572012387,11.113158603,10.928652322,11.105773307,11.047855251,10.947877969,9.7292902104,10.265995285,0.4798125908,1.216114937,-0.850496832,-0.877689694,-0.847768955,-0.986415647,-0.506585613,0.2243064025,0,0.1975698903,0.1131269709,0.0850496832,0.3963759909,0.5086613728,0.3381996505,0.168861871,0.084114901,0.0557934526,0.1975698903,-6.250265141,0.9638964095,3.2559456399,1.6955379094,4.81934502,-0.872453,8.4675666961,1.394836316,0.3951397807,-6.13713817,1.0489460927,3.6523216308,2.2041992822,5.1575446705,-0.703591129,8.5516815971,1.4506297686
050,2,4,27,019,Minnesota,Carver County,91042,91086,91401,92817,93863,95610,97356,98630,100374,102118,103533,105089,315,1416,1046,1747,1746,1274,1744,1744,1415,1556,312,1104,1097,1130,1165,1175,1198,1189,1172,1157,124,425,402,486,435,465,498,549,512,549,188,679,695,644,730,710,700,640,660,608,21,76,48,55,72,80,82,52,45,47,107,661,318,1041,944,495,967,1059,716,905,128,737,366,1096,1016,575,1049,1111,761,952,-1,0,-15,7,0,-11,-5,-7,-6,-4,836,836,976,922,970,965,917,885,907,876,877,11.985799433,11.752731948,11.92782085,12.074666003,11.990652394,12.039958996,11.743673824,11.397950897,11.091831159,4.6140985137,4.3068352261,5.1300185251,4.5085662759,4.7452369047,5.0049245241,5.4224364419,4.9793096071,5.2631074383,7.3717009196,7.4458967217,6.7978023254,7.5660997274,7.2454154889,7.0350344717,6.3212373822,6.4186412903,5.8287237204,0.8251093813,0.5142489822,0.580557652,0.7462454526,0.8163848438,0.8241040381,0.5136005373,0.4376346334,0.4505756823,7.1762802766,3.4068995072,10.988373014,9.7841070448,5.0513812211,9.7183976201,10.459672481,6.9632532786,8.6759785641,8.0013896579,3.9211484894,11.568930666,10.530352497,5.8677660649,10.542501658,10.973273018,7.400887912,9.1265542464
