SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
050,3,5,51,007,Virginia,Amelia County,12690,12695,12740,12752,12745,12727,12855,45,12,-7,-18,128,37,146,131,133,144,13,127,142,131,119,24,19,-11,2,25,3,20,19,21,21,17,-28,-13,-44,69,20,-8,6,-23,90,1,1,-2,3,13,128,128,128,128,128,128,11.454573984,10.275718712,10.442839196,11.257915722,9.9639102464,11.138565321,10.28580402,9.3034164647,1.4906637376,-0.862846609,0.1570351759,1.9544992573,1.5691197238,1.4903714162,1.6488693467,1.6417793761,-2.196767613,-1.019727811,-3.454773869,5.3944179501,-0.62764789,0.4706436051,-1.805904523,7.0361973262
050,3,5,51,009,Virginia,Amherst County,32353,32351,32388,32120,32445,32193,32041,37,-268,325,-252,-152,92,341,329,311,315,53,362,352,324,361,39,-21,-23,-13,-46,0,4,3,3,4,1,-249,341,-214,-101,1,-245,344,-211,-97,-3,-2,4,-28,-9,1538,1535,1508,1718,1663,1666,10.572332114,10.191280105,9.6228224883,9.8078899025,11.22341415,10.903740417,10.025062657,11.24015319,-0.651082036,-0.712460311,-0.402240168,-1.432263287,0.124015626,0.0929296058,0.0928246542,0.1245446337,-7.719972717,10.562998529,-6.621492002,-3.144752,-7.595957091,10.655928134,-6.528667347,-3.020207367
050,3,5,51,011,Virginia,Appomattox County,14973,14975,15031,15003,15144,15230,15279,56,-28,141,86,49,44,151,198,176,182,27,170,153,134,150,17,-19,45,42,32,0,0,0,0,0,39,-15,93,40,22,39,-15,93,40,22,0,6,3,4,-5,56,56,56,56,56,56,10.055270693,13.135635387,11.588858892,11.930905634,11.320503429,10.150263708,8.8233357477,9.8331639844,-1.265232736,2.9853716788,2.7655231448,2.09774165,0,0,0,0,-0.99886795,6.1697681361,2.6338315665,1.4421973844,-0.99886795,6.1697681361,2.6338315665,1.4421973844
050,3,5,51,013,Virginia,Arlington County,207627,207676,209395,216603,221947,226012,226908,1719,7208,5344,4065,896,780,3007,3128,3243,3238,236,933,897,938,991,544,2074,2231,2305,2247,553,2133,2321,2396,2381,567,2797,774,-392,-3901,1120,4930,3095,2004,-1520,55,204,18,-244,169,2892,2890,2927,3005,3047,3047,14.117437171,14.26519211,14.479003659,14.298330831,4.3803022549,4.0907536199,4.1878832661,4.3760487503,9.7371349161,10.17443849,10.291120393,9.9222820807,10.014131522,10.584881997,10.697407575,10.513998057,13.131517049,3.5298141603,-1.750160171,-17.22600018,23.145648571,14.114696158,8.9472474043,-6.71200212
050,3,5,51,015,Virginia,Augusta County,73750,73736,73485,73752,73603,73835,73862,-251,267,-149,232,27,161,559,605,609,612,161,616,648,720,705,0,-57,-43,-111,-93,6,11,11,14,15,-243,163,-117,263,113,-237,174,-106,277,128,-14,150,0,66,-8,2708,2620,2551,2484,2451,2426,7.5932000788,8.2114621153,8.2610995808,8.2872367076,8.3674619831,8.7950866954,9.7668172384,9.5465716975,-0.774261904,-0.58362458,-1.505717658,-1.25933499,0.149418964,0.1492993112,0.1899103352,0.2031185468,2.2141173754,-1.588001764,3.5676012968,1.5301597189,2.3635363394,-1.438702453,3.757511632,1.7332782656
050,3,5,51,017,Virginia,Bath County,4731,4727,4717,4676,4655,4607,4563,-10,-41,-21,-48,-44,8,47,32,41,39,4,73,71,53,54,4,-26,-39,-12,-15,0,3,4,4,4,-11,-22,16,-35,-36,-11,-19,20,-31,-32,-3,4,-2,-5,3,53,53,53,53,53,53,10.007452358,6.8588575715,8.8533793997,8.505997819,15.543489833,15.218090237,11.444612395,11.777535442,-5.536037475,-8.359232665,-2.591232995,-3.271537623,0.6387735548,0.8573571964,0.8637443317,0.8724100327,-4.684339402,3.4294287858,-7.557762902,-7.851690294,-4.045565847,4.2867859822,-6.694018571,-6.979280262
050,3,5,51,019,Virginia,Bedford County,68676,74866,74941,75338,75431,75740,76583,75,397,93,309,843,157,676,606,664,644,202,714,707,750,762,-45,-38,-101,-86,-118,10,29,29,30,30,113,412,177,367,888,123,441,206,397,918,-3,-6,-12,-2,43,655,652,607,593,552,555,8.996599658,8.0387878145,8.7847536895,8.4557158144,9.5023256742,9.3785857835,9.9225380529,10.005055047,-0.505726016,-1.339797969,-1.137784363,-1.549339233,0.3859488019,0.3846944664,0.3969015221,0.393899805,5.4831347028,2.3479627775,4.8554286206,11.659434229,5.8690835047,2.7326572439,5.2523301427,12.053334034
050,3,5,51,021,Virginia,Bland County,6824,6824,6823,6780,6710,6695,6625,-1,-43,-70,-15,-70,19,41,48,54,45,24,83,93,79,84,-5,-42,-45,-25,-39,0,0,0,0,0,6,3,-24,17,-37,6,3,-24,17,-37,-2,-4,-1,-7,6,686,686,674,686,686,683,6.0280820407,7.1163825056,8.056695263,6.7567567568,12.203190473,13.787991105,11.786646774,12.612612613,-6.175108432,-6.671608599,-3.729951511,-5.855855856,0,0,0,0,0.4410791737,-3.558191253,2.5363670272,-5.555555556,0.4410791737,-3.558191253,2.5363670272,-5.555555556
050,3,5,51,023,Virginia,Botetourt County,33148,33148,33188,33052,33157,33029,33100,40,-136,105,-128,71,60,229,220,227,224,50,305,308,306,313,10,-76,-88,-79,-89,1,3,4,4,4,32,-113,192,-80,159,33,-110,196,-76,163,-3,50,-3,27,-3,275,275,278,286,278,278,6.9142512077,6.6456221964,6.8594566827,6.774637451,9.2089371981,9.3038710749,9.2466684797,9.4663460811,-2.29468599,-2.658248879,-2.387211797,-2.69170863,0.0905797101,0.1208294945,0.1208714834,0.1209756688,-3.411835749,5.799815735,-2.417429668,4.8087828336,-3.321256039,5.9206452295,-2.296558185,4.9297585023
050,3,5,51,025,Virginia,Brunswick County,17434,17432,17424,17161,17063,16659,16498,-8,-263,-98,-404,-161,47,150,154,138,140,51,192,181,187,213,-4,-42,-27,-49,-73,1,2,2,3,3,-4,-223,-71,-377,-75,-3,-221,-69,-374,-72,-1,0,-2,19,-16,2184,2184,2156,2077,1801,1838,8.6742807576,8.9995324918,8.1845679378,8.4446723166,11.10307937,10.577372604,11.09068264,12.847965739,-2.428798612,-1.577840112,-2.906114703,-4.403293422,0.1156570768,0.1168770453,0.17792539,0.1809572639,-12.89576406,-4.14913511,-22.35929067,-4.523931598,-12.78010698,-4.032258065,-22.18136528,-4.342974334
050,3,5,51,027,Virginia,Buchanan County,24098,24095,24028,23888,23837,23555,23106,-67,-140,-51,-282,-449,50,216,199,210,197,39,295,280,277,270,11,-79,-81,-67,-73,0,-1,-1,-1,-1,-70,-130,35,-166,-366,-70,-131,34,-167,-367,-8,70,-4,-48,-9,1173,1173,1173,1192,1193,1143,9.0157776108,8.3394447355,8.862255233,8.4438824714,12.313214793,11.73389209,11.689736664,11.572833844,-3.297437182,-3.394447355,-2.827481431,-3.128951373,-0.041739711,-0.041906757,-0.042201215,-0.042862348,-5.426162451,1.4667365113,-7.005401756,-15.68761921,-5.467902162,1.4248297538,-7.047602971,-15.73048156
050,3,5,51,029,Virginia,Buckingham County,17146,17143,17107,17170,17043,17127,16913,-36,63,-127,84,-214,37,163,161,178,172,54,165,153,141,148,-17,-2,8,37,24,1,4,4,4,4,-18,54,-142,32,-235,-17,58,-138,36,-231,-2,7,3,11,-7,2326,2326,2316,2241,2211,2124,9.5107506491,9.4116271593,10.418495757,10.105757932,9.6274469761,8.9439686669,8.2528533802,8.6956521739,-0.116696327,0.4676584924,2.1656423764,1.4101057579,0.233392654,0.2338292462,0.2341235001,0.2350176263,3.1508008285,-8.30093824,1.8729880012,-13.80728555,3.3841934825,-8.067108994,2.1071115013,-13.57226792
050,3,5,51,031,Virginia,Campbell County,54842,54851,54891,54812,54726,54851,54885,40,-79,-86,125,34,119,504,520,478,483,153,497,485,508,507,-34,7,35,-30,-24,10,34,34,36,36,65,-157,-152,140,55,75,-123,-118,176,91,-1,37,-3,-21,-33,468,468,468,380,468,468,9.1884451656,9.4944220271,8.7244585999,8.8029452504,9.0608278716,8.8553743906,9.2720187631,9.240358679,0.127617294,0.6390476364,-0.547560163,-0.437413429,0.6198554278,0.6207891325,0.6570721958,0.6561201429,-2.862273593,-2.775292593,2.5552807615,1.0024057739,-2.242418165,-2.15450346,3.2123529573,1.6585259167
050,3,5,51,033,Virginia,Caroline County,28545,28558,28615,28667,28939,29285,29778,57,52,272,346,493,78,371,393,411,401,79,225,226,270,260,-1,146,167,141,141,3,12,12,13,13,55,-102,96,165,308,58,-90,108,178,321,0,-4,-3,27,31,513,513,513,513,513,513,12.953458329,13.64441204,14.11788953,13.578721027,7.8558709542,7.8464048884,9.2745259687,8.8041582717,5.0975873747,5.798007152,4.8433635614,4.774562755,0.4189797842,0.4166232684,0.4465512503,0.4402079136,-3.561328166,3.3329861473,5.6677658697,10.429541337,-3.142348382,3.7496094157,6.1143171201,10.869749251
050,3,5,51,035,Virginia,Carroll County,30042,30042,30042,30031,29873,29837,29621,0,-11,-158,-36,-216,56,230,262,247,253,72,333,356,371,380,-16,-103,-94,-124,-127,2,4,4,8,9,17,90,-64,87,-71,19,94,-60,95,-62,-3,-2,-4,-7,-27,337,337,337,337,337,337,7.6573502239,8.7473290598,8.2733210518,8.5102088869,11.086511411,11.885683761,12.426729191,12.782131925,-3.429161187,-3.138354701,-4.153408139,-4.271923038,0.1331713082,0.1335470085,0.2679618154,0.3027347035,2.9963544354,-2.136752137,2.9140847429,-2.388240439,3.1295257437,-2.003205128,3.1820465584,-2.085505735
050,3,5,51,036,Virginia,Charles City County,7256,7256,7260,7231,7148,7106,7023,4,-29,-83,-42,-83,15,41,52,49,55,36,85,72,62,78,-21,-44,-20,-13,-23,0,0,0,0,0,27,-1,-64,-22,-65,27,-1,-64,-22,-65,-2,16,1,-7,5,0,0,0,0,0,0,5.6586847008,7.2327700118,6.875263084,7.7854059028,11.731419502,10.014604632,8.6993124737,11.041121098,-6.072734801,-2.78183462,-1.82404939,-3.255715196,0,0,0,0,-0.1380167,-8.901870784,-3.086852813,-9.200934249,-0.1380167,-8.901870784,-3.086852813,-9.200934249
050,3,5,51,037,Virginia,Charlotte County,12586,12575,12547,12501,12411,12312,12225,-28,-46,-90,-99,-87,25,137,140,151,141,49,150,157,145,159,-24,-13,-17,6,-18,0,20,15,16,17,-4,-48,-86,-113,-81,-4,-28,-71,-97,-64,0,-5,-2,-8,-5,175,175,175,175,175,175,10.938997126,11.239563263,12.215346034,11.492847536,11.977004152,12.604367373,11.729968046,12.960019562,-1.038007027,-1.36480411,0.4853779881,-1.467172026,1.5969338869,1.204238921,1.2943413016,1.3856624689,-3.832641329,-6.904303147,-9.141285443,-6.602274117,-2.235707442,-5.700064226,-7.846944141,-5.216611648
050,3,5,51,041,Virginia,Chesterfield County,316236,316231,317151,320292,323850,327892,332499,920,3141,3558,4042,4607,885,3629,3641,3766,3756,514,1945,2060,2153,2148,371,1684,1581,1613,1608,196,624,720,710,694,381,851,1295,1586,2249,577,1475,2015,2296,2943,-28,-18,-38,133,56,4651,4622,4771,5290,5014,4756,11.386116092,11.304960707,11.556720297,11.375079309,6.1025064202,6.3961052066,6.6069088688,6.505237049,5.2836096718,4.9088555008,4.9498114284,4.8698422601,1.9578221112,2.2355319169,2.1787762642,2.1017851546,2.6700426548,4.0208525449,4.8669565564,6.8111164447,4.6278647659,6.2563844618,7.0457328207,8.9129015992
050,3,5,51,043,Virginia,Clarke County,14034,14029,14049,14229,14316,14348,14423,20,180,87,32,75,37,141,132,146,151,59,150,150,135,140,-22,-9,-18,11,11,1,6,6,8,8,44,177,99,24,67,45,183,105,32,75,-3,6,0,-11,-11,255,255,276,276,247,255,9.9724167197,9.2485549133,10.186994139,10.496680685,10.608953957,10.509721492,9.4194808819,9.7320218275,-0.636537237,-1.261166579,0.767513257,0.7646588579,0.4243581583,0.4203888597,0.5581914597,0.556115533,12.518565669,6.936416185,1.674574379,4.6574675889,12.942923828,7.3568050447,2.2327658387,5.2135831219
050,3,5,51,045,Virginia,Craig County,5190,5173,5176,5228,5198,5196,5234,3,52,-30,-2,38,9,30,38,51,43,3,52,48,44,58,6,-22,-10,7,-15,0,0,0,0,0,1,35,-19,9,47,1,35,-19,9,47,-4,39,-1,-18,6,9,9,9,9,9,9,5.7670126874,7.2894686361,9.813353858,8.2454458293,9.9961553249,9.2077498561,8.4664229363,11.121764142,-4.229142637,-1.91828122,1.3469309217,-2.876318313,0,0,0,0,6.7281814687,-3.644734318,1.7317683279,9.012464046,6.7281814687,-3.644734318,1.7317683279,9.012464046
050,3,5,51,047,Virginia,Culpeper County,46689,46691,46816,47311,47767,48488,49166,125,495,456,721,678,145,609,634,655,658,108,373,345,370,381,37,236,289,285,277,6,36,27,25,27,82,229,144,386,361,88,265,171,411,388,0,-6,-4,25,13,1761,1761,1760,1656,1646,1537,12.939964091,13.33641852,13.609682614,13.476150491,7.9254624072,7.2571993521,7.6879123162,7.8030597825,5.0145016839,6.0792191674,5.9217702976,5.673090708,0.7649239857,0.5679547319,0.5194535349,0.5529727405,4.8657664645,3.0290919035,8.0203625786,7.3934503451,5.6306904501,3.5970466354,8.5398161134,7.9464230856
050,3,5,51,049,Virginia,Cumberland County,10052,10055,10043,10019,9851,9838,9827,-12,-24,-168,-13,-11,28,103,110,98,95,35,84,82,84,95,-7,19,28,14,0,0,0,0,0,0,-5,-51,-195,-12,-3,-5,-51,-195,-12,-3,0,8,-1,-15,-8,37,37,37,37,37,37,10.268168677,11.071967791,9.9547970948,9.6618357488,8.3740404745,8.2536487167,8.5326832241,9.6618357488,1.8941282026,2.818319074,1.4221138707,0,0,0,0,0,-5.08423886,-19.62757927,-1.218954746,-0.305110603,-5.08423886,-19.62757927,-1.218954746,-0.305110603
050,3,5,51,051,Virginia,Dickenson County,15903,15892,15870,15765,15668,15449,15308,-22,-105,-97,-219,-141,39,182,177,152,156,77,195,212,195,186,-38,-13,-35,-43,-30,2,4,4,5,5,14,-107,-64,-175,-108,16,-103,-60,-170,-103,0,11,-2,-6,-8,335,339,380,414,442,445,11.506243085,11.262049438,9.7695793296,10.144032253,12.328117591,13.489008367,12.533341903,12.094807686,-0.821874506,-2.226958929,-2.763762574,-1.950775433,0.2528844634,0.2545095918,0.3213677411,0.3251292389,-6.764659396,-4.072153469,-11.24787094,-7.02279156,-6.511774933,-3.817643877,-10.9265032,-6.697662321
050,3,5,51,053,Virginia,Dinwiddie County,28001,28001,27998,28084,28100,27926,27859,-3,86,16,-174,-67,53,241,258,230,239,35,245,216,284,258,18,-4,42,-54,-19,4,17,15,21,21,-18,36,-38,-156,-51,-14,53,-23,-135,-30,-7,37,-3,15,-18,919,924,926,929,876,853,8.5945579687,9.184109355,8.2104737086,8.568611634,8.7372062337,7.6890217856,10.138150145,9.2497983329,-0.142648265,1.4950875694,-1.927676436,-0.681186699,0.6062551264,0.5339598462,0.7496519473,0.752890562,1.2838343854,-1.352698277,-5.568843037,-1.828448508,1.8900895118,-0.818738431,-4.81919109,-1.075557946
050,3,5,51,057,Virginia,Essex County,11151,11146,11154,11204,11167,11200,11103,8,50,-37,33,-97,41,132,126,127,126,50,117,146,108,111,-9,15,-20,19,15,0,1,1,1,1,18,17,-18,16,-107,18,18,-17,17,-106,-1,17,0,-3,-6,190,190,190,190,190,190,11.807854012,11.264583613,11.356015559,11.298928395,10.46605242,13.052612758,9.6570840971,9.953817872,1.3418015923,-1.788029145,1.6989314615,1.3451105232,0.0894534395,0.0894014572,0.0894174453,0.0896740349,1.5207084712,-1.60922623,1.4306791255,-9.595121733,1.6101619107,-1.519824773,1.5200965708,-9.505447698
050,3,5,51,059,Virginia,Fairfax County,1081726,1081685,1086723,1105624,1121050,1134423,1137538,5038,18901,15426,13373,3115,3753,15252,15011,14977,14942,1050,4649,4684,4994,5123,2703,10603,10327,9983,9819,2195,9563,10118,10563,10518,228,-1193,-4824,-5890,-18036,2423,8370,5294,4673,-7518,-88,-72,-195,-1283,814,9290,9243,9623,9789,9892,10134,13.91385579,13.482889727,13.280584605,13.153394799,4.24111694,4.2071717728,4.4283394215,4.5097605109,9.6727388502,9.2757179542,8.8522451832,8.6436342877,8.7239839314,9.0879940216,9.3665497215,9.2589617515,-1.088331364,-4.332919862,-5.22285126,-15.8770331,7.6356525678,4.7550741599,4.1436984615,-6.618071349
050,3,5,51,061,Virginia,Fauquier County,65203,65275,65443,66105,66603,67233,68248,168,662,498,630,1015,170,737,760,710,729,91,527,481,495,557,79,210,279,215,172,6,18,23,22,22,82,405,197,350,782,88,423,220,372,804,1,29,-1,43,39,389,389,389,389,389,389,11.205035424,11.453717937,10.610000299,10.761656616,8.0122844893,7.2489977997,7.3971128844,8.2225551922,3.192750935,4.2047201374,3.2128874144,2.5391014238,0.2736643659,0.3466256744,0.3287605726,0.3247687868,6.1574482318,2.9689242548,5.2302818375,11.544054148,6.4311125977,3.3155499292,5.5590424101,11.868822935
050,3,5,51,063,Virginia,Floyd County,15279,15287,15334,15393,15426,15528,15578,47,59,33,102,50,40,153,140,148,145,16,150,143,139,157,24,3,-3,9,-12,1,11,11,14,14,24,43,24,70,58,25,54,35,84,72,-2,2,1,9,-10,85,85,85,85,85,85,9.9586682722,9.0853045199,9.5625767268,9.3229602006,9.7634002669,9.2799896168,8.9810686826,10.094515528,0.1952680053,-0.194685097,0.5815080442,-0.771555327,0.7159826862,0.7138453551,0.9045680687,0.9001478814,2.7988414098,1.5574807748,4.5228403437,3.7291840802,3.5148240961,2.27132613,5.4274084125,4.6293319617
050,3,5,51,065,Virginia,Fluvanna County,25691,25704,25773,26002,25943,25916,26092,69,229,-59,-27,176,81,279,265,260,250,54,194,191,194,187,27,85,74,66,63,1,7,7,8,8,42,136,-138,-117,98,43,143,-131,-109,106,-1,1,-2,16,7,1272,1272,1266,1287,1288,1281,10.777402221,10.203099432,10.027189109,9.613905553,7.4939642685,7.3539320435,7.4818257197,7.1912013536,3.2834379527,2.8491673886,2.5453633892,2.4227041994,0.2704007726,0.2695158341,0.3085288957,0.3076449777,5.2535007243,-5.313312157,-4.512235099,3.7686509768,5.5239014969,-5.043796323,-4.203706203,4.0762959545
050,3,5,51,067,Virginia,Franklin County,56159,56166,56221,56442,56392,56388,56358,55,221,-50,-4,-30,141,486,516,528,511,153,527,552,562,584,-12,-41,-36,-34,-73,2,17,15,18,18,64,234,-25,27,65,66,251,-10,45,83,1,11,-4,-15,-40,1472,1472,1518,1555,1552,1500,8.6274997115,9.1461793431,9.3633622983,9.0646231352,9.3553340493,9.7842848787,9.9663060826,10.359569297,-0.727834338,-0.638105536,-0.602943784,-1.294946162,0.3017849693,0.2658773065,0.3192055329,0.3193017934,4.1539813426,-0.443128844,0.4788082993,1.153034254,4.4557663119,-0.177251538,0.7980138322,1.4723360474
050,3,5,51,069,Virginia,Frederick County,78305,78306,78592,79499,80161,81257,82377,286,907,662,1096,1120,233,929,868,951,945,104,558,563,629,605,129,371,305,322,340,7,35,30,33,33,143,501,347,817,692,150,536,377,850,725,7,0,-20,-76,55,967,967,967,1015,1040,1037,11.752724697,10.873105349,11.78307252,11.550166836,7.0592253828,7.0524865339,7.7934307202,7.3945512546,4.6934993137,3.820618815,3.9896417996,4.1556155811,0.4427829541,0.375798572,0.4088763335,0.4033391593,6.3381217147,4.3467368157,10.122786802,8.4578999474,6.7809046688,4.7225353877,10.531663135,8.8612391068
050,3,5,51,071,Virginia,Giles County,17286,17286,17297,17104,16968,16939,16815,11,-193,-136,-29,-124,42,180,168,181,174,33,210,211,219,196,9,-30,-43,-38,-22,1,10,10,11,11,2,-175,-105,20,-116,3,-165,-95,31,-105,-1,2,2,-22,3,136,136,136,136,136,136,10.464812069,9.8614698286,10.676261539,10.309889198,12.208947414,12.385536511,12.917686613,11.613438407,-1.744135345,-2.524066682,-2.241425074,-1.303549209,0.5813784483,0.5869922517,0.6488335742,0.6517746045,-10.17412285,-6.163418643,1.1796974076,-6.873259466,-9.592744397,-5.576426391,1.8285309818,-6.221484861
050,3,5,51,073,Virginia,Gloucester County,36858,36858,36929,36878,36894,36848,37141,71,-51,16,-46,293,92,350,332,366,353,64,354,345,323,385,28,-4,-13,43,-32,2,14,45,30,27,40,-56,-14,-141,258,42,-42,31,-111,285,1,-5,-2,22,40,368,361,375,419,389,389,9.484195266,9.0007048745,9.9265005017,9.5419589398,9.5925860691,9.3531421135,8.7602723007,10.406952385,-0.108390803,-0.352437239,1.166228201,-0.864993445,0.3793678106,1.2199750583,0.8136475821,0.7298382192,-1.517471243,-0.379547796,-3.824143636,6.9740096501,-1.138103432,0.8404272624,-3.010496054,7.7038478693
050,3,5,51,075,Virginia,Goochland County,21717,21699,21751,21458,21350,21639,21936,52,-293,-108,289,297,51,171,149,161,169,15,184,174,154,166,36,-13,-25,7,3,1,5,5,5,5,17,-345,-92,279,280,18,-340,-87,284,285,-2,60,4,-2,9,1405,1406,970,899,997,996,7.9150177046,6.9613156419,7.4902882133,7.7567412507,8.5167441968,8.1293216221,7.1646235083,7.619047619,-0.601726492,-1.16800598,0.3256647049,0.1376936317,0.2314332662,0.233601196,0.2326176464,0.2294893861,-15.96889537,-4.298262007,12.980064668,12.851405622,-15.7374621,-4.064660811,13.212682314,13.080895009
050,3,5,51,077,Virginia,Grayson County,15533,15533,15462,15365,15179,15176,15093,-71,-97,-186,-3,-83,21,139,130,147,155,66,229,224,210,192,-45,-90,-94,-63,-37,0,-1,-1,-1,-1,-26,-18,-92,47,-46,-26,-19,-93,46,-47,0,12,1,14,1,178,178,178,178,178,178,9.0180685762,8.51231011,9.6853895569,10.241501206,14.857105784,14.667365113,13.836270796,12.686246655,-5.839037208,-6.155055003,-4.150881239,-2.444745449,-0.064878191,-0.065479309,-0.065887004,-0.066074201,-1.167807442,-6.024096386,3.0966891781,-3.039413261,-1.232685633,-6.089575694,3.0308021743,-3.105487462
050,3,5,51,079,Virginia,Greene County,18403,18410,18455,18696,18807,18839,19031,45,241,111,32,192,55,205,236,211,221,44,146,131,149,136,11,59,105,62,85,2,12,12,12,12,31,144,-2,-50,104,33,156,10,-38,116,1,26,-4,8,-9,137,137,137,137,137,137,11.036042098,12.585659814,11.209690273,11.67150779,7.8598153482,6.986107778,7.9158476332,7.1824663322,3.1762267503,5.5995520358,3.2938426393,4.4890414576,0.6460122204,0.6399488041,0.6375179302,0.6337470293,7.7521466448,-0.106658134,-2.656324709,5.492474254,8.3981588652,0.5332906701,-2.018806779,6.1262212833
050,3,5,51,081,Virginia,Greensville County,12243,12243,12233,12055,11824,11761,11681,-10,-178,-231,-63,-80,39,147,129,135,131,7,130,115,101,114,32,17,14,34,17,1,4,2,2,3,-39,-226,-254,-105,-97,-38,-222,-252,-103,-94,-4,27,7,6,-3,3527,3527,3399,3160,3075,3040,12.104743083,10.804472549,11.447954208,11.176520775,10.704874835,9.6318941329,8.5647657409,9.7261325825,1.3998682477,1.1725784162,2.8831884672,1.4503881921,0.3293807642,0.1675112023,0.1695993216,0.2559508574,-18.61001318,-21.27392269,-8.903964384,-8.27574439,-18.28063241,-21.10641149,-8.734365063,-8.019793533
050,3,5,51,083,Virginia,Halifax County,36241,36241,36154,36001,35774,35389,35200,-87,-153,-227,-385,-189,92,331,341,346,350,124,486,425,462,484,-32,-155,-84,-116,-134,0,-2,-3,-2,-1,-48,-18,-144,-234,-23,-48,-20,-147,-236,-24,-7,22,4,-33,-31,738,728,738,721,757,757,9.1746933684,9.5019157088,9.7241544061,9.9165592373,13.470999931,11.842563567,12.984275536,13.713184774,-4.296306562,-2.340647858,-3.26012113,-3.796625537,-0.055436214,-0.083594566,-0.056208985,-0.028333026,-0.498925923,-4.012539185,-6.576451246,-0.651659607,-0.554362137,-4.096133751,-6.632660231,-0.679992633
050,3,5,51,085,Virginia,Hanover County,99863,99852,99921,99975,100432,101198,101918,69,54,457,766,720,219,887,855,897,896,226,756,845,845,788,-7,131,10,52,108,15,63,69,70,71,71,-189,383,672,507,86,-126,452,742,578,-10,49,-5,-28,34,1980,1958,1846,2038,1956,1863,8.8746147997,8.5326360856,8.8974854932,8.8225447528,7.5639332453,8.4328391723,8.3816892328,7.7591130192,1.3106815544,0.0997969133,0.5157962605,1.0634317336,0.6303277704,0.6885987016,0.6943411199,0.6991078989,-1.890983311,3.8222217787,6.6656747508,4.9922211938,-1.260655541,4.5108204803,7.3600158707,5.6913290927
050,3,5,51,087,Virginia,Henrico County,306935,306906,307542,310550,315431,318943,321924,636,3008,4881,3512,2981,979,3853,3993,3968,3966,624,2472,2411,2601,2570,355,1381,1582,1367,1396,348,1442,1442,1557,1564,-45,285,1880,528,70,303,1727,3322,2085,1634,-22,-100,-23,60,-49,2494,2513,2494,2605,2498,2500,12.467399675,12.757575709,12.509970459,12.376983056,7.9988092388,7.7031091998,8.2002099708,8.0203848849,4.4685904364,5.0544665094,4.3097604883,4.3565981709,4.6659720559,4.6071685882,4.9087762109,4.8808879221,0.9221928127,6.0065720845,1.6646331659,0.218454063,5.5881648687,10.613740673,6.5734093768,5.0993419852
050,3,5,51,089,Virginia,Henry County,54151,54143,54094,53274,52824,52527,52081,-49,-820,-450,-297,-446,111,511,474,474,468,141,724,656,732,699,-30,-213,-182,-258,-231,15,61,58,63,65,-31,-724,-328,-130,-250,-16,-663,-270,-67,-185,-3,56,2,28,-30,561,561,561,562,567,566,9.5186647791,8.9351354408,8.9984907595,8.9476904252,13.486327397,12.365925842,13.896403451,13.364178648,-3.967662618,-3.430790401,-4.897912692,-4.416488223,1.1362789658,1.0933288092,1.1960019364,1.2427347813,-13.4863274,-6.182962921,-2.467940504,-4.779749159,-12.35004843,-5.089634112,-1.271938567,-3.537014377
050,3,5,51,091,Virginia,Highland County,2321,2319,2294,2279,2249,2219,2248,-25,-15,-30,-30,29,0,19,17,10,15,14,23,28,23,23,-14,-4,-11,-13,-8,0,0,0,0,0,-11,-22,-17,-13,31,-11,-22,-17,-13,31,0,11,-2,-4,6,0,0,0,0,0,0,8.30964356,7.5088339223,4.4762757386,6.7159167226,10.059042204,12.367491166,10.295434199,10.297738975,-1.749398644,-4.858657244,-5.81915846,-3.581822252,0,0,0,0,-9.621692543,-7.508833922,-5.81915846,13.879561227,-9.621692543,-7.508833922,-5.81915846,13.879561227
