idx,STATE,COUNTYNAME,FIPS,LON,LAT
1172,NE,Deuel,31049,-102.3339,41.1116
1173,NE,Dixon,31051,-96.8678,42.4932
1174,NE,Dodge,31053,-96.6542,41.5777
1175,NE,Douglas,31055,-96.1544,41.2953
1176,NE,Dundy,31057,-101.6879,40.1762
1177,NE,Fillmore,31059,-97.5964,40.5247
1178,NE,Franklin,31061,-98.9527,40.1764
1179,NE,Frontier,31063,-100.3942,40.5301
1180,NE,Furnas,31065,-99.9123,40.1765
1181,NE,Gage,31067,-96.6893,40.2619
1182,NE,Garden,31069,-102.3354,41.6194
1183,NE,Garfield,31071,-98.9914,41.9143
1184,NE,Gosper,31073,-99.8307,40.5148
1185,NE,Grant,31075,-101.7405,41.915
1186,NE,Greeley,31077,-98.5212,41.5675
1187,NE,Hall,31079,-98.5022,40.8725
1188,NE,Hamilton,31081,-98.0233,40.8735
1189,NE,Harlan,31083,-99.4046,40.1765
1190,NE,Hayes,31085,-101.0618,40.5248
1191,NE,Hitchcock,31087,-101.0422,40.1763
1192,NE,Holt,31089,-98.7838,42.4557
1193,NE,Hooker,31091,-101.1353,41.9159
1194,NE,Howard,31093,-98.5171,41.22
1195,NE,Jefferson,31095,-97.1426,40.1757
1196,NE,Johnson,31097,-96.2649,40.3926
1197,NE,Kearney,31099,-98.948,40.5067
1198,NE,Keith,31101,-101.6613,41.1988
1199,NE,Keya Paha,31103,-99.7124,42.8789
1200,NE,Kimball,31105,-103.715,41.1977
1201,NE,Knox,31107,-97.8919,42.6369
1202,MD,Harford,24025,-76.3194,39.5616
1203,MD,Calvert,24009,-76.5696,38.5529
1204,VA,City of Alexandria,51510,-77.0861,38.8185
1205,MD,Baltimore City,24510,-76.6163,39.3087
1206,MD,St. Marys,24037,-76.6076,38.3052
1207,MD,Calvert,24009,-76.4805,38.3838
1208,MD,Anne Arundel,24003,-76.5279,38.9332
1209,MD,St. Marys,24037,-76.6202,38.2729
1210,MD,Charles,24017,-76.9899,38.5077
1211,VA,King George,51099,-77.1572,38.2729
1212,VA,Fairfax,51059,-77.2788,38.8385
1213,VA,Prince William,51153,-77.4821,38.7037
1214,VA,Stafford,51179,-77.4603,38.4213
1215,MD,Charles,24017,-76.9809,38.393
1216,VA,King George,51099,-77.0516,38.3151
1217,VA,Stafford,51179,-77.3287,38.3825
1218,VA,Prince William,51153,-77.2826,38.5711
1219,MD,Baltimore City,24510,-76.5758,39.2531
1220,MD,Prince Georges,24033,-77.0099,38.7014
1221,VA,Fairfax,51059,-77.1788,38.6971
1222,VA,Nelson,51125,-78.8867,37.7874
1223,VA,New Kent,51127,-76.9972,37.5052
1224,VA,Nottoway,51135,-78.0513,37.1431
1225,VA,Powhatan,51145,-77.9151,37.5502
1226,VA,Prince Edward,51147,-78.4411,37.2243
1227,VA,King William,51101,-77.0884,37.7067
1228,VA,Sussex,51183,-77.2618,36.9218
1229,VA,Hanover,51085,-77.4909,37.7601
1230,TN,Pickett,47137,-85.0748,36.5585
1231,TN,Putnam,47141,-85.4951,36.1408
1232,TN,Rhea,47143,-84.9244,35.6087
1233,TN,Roane,47145,-84.5233,35.8478
1234,TN,Robertson,47147,-86.8705,36.5254
1235,TN,Rutherford,47149,-86.4167,35.8427
1236,TN,Scott,47151,-84.5035,36.4286
1237,TN,Sequatchie,47153,-85.4106,35.3712
1238,TN,Shelby,47157,-89.8956,35.1837
1239,TN,Smith,47159,-85.9567,36.2505
1240,TN,Stewart,47161,-87.8385,36.5012
1241,TN,Sullivan,47163,-82.3042,36.5129
1242,TN,Sumner,47165,-86.4603,36.4694
1243,TN,Trousdale,47169,-86.1567,36.3921
1244,TN,Unicoi,47171,-82.4322,36.1108
1245,TN,Union,47173,-83.8375,36.2879
1246,TN,Van Buren,47175,-85.4525,35.696
1247,TN,Warren,47177,-85.7785,35.6787
1248,TN,Washington,47179,-82.4974,36.2933
1249,TN,Wayne,47181,-87.788,35.2399
1250,TN,Weakley,47183,-88.7178,36.2983
1251,TN,Williamson,47187,-86.8986,35.8938
1252,SC,Barnwell,45011,-81.435,33.2661
1253,NC,Craven,37049,-77.0969,35.1262
1254,GA,Walton,13297,-83.7338,33.7816
1255,NC,Beaufort,37013,-76.8631,35.4947
1256,GA,Bryan,13029,-81.1919,31.7798
1257,SC,Jasper,45053,-81.0321,32.4371
1258,NC,Martin,37117,-77.1072,35.8416
1259,SC,Georgetown,45043,-79.2353,33.2834
1260,SC,Georgetown,45043,-79.3367,33.4408
1261,NC,New Hanover,37129,-77.8921,34.1047
1262,NC,Brunswick,37019,-78.0599,33.9633
1263,NC,New Hanover,37129,-77.8846,34.2422
1264,NC,Brunswick,37019,-78.2441,34.0747
1265,NC,Carteret,37031,-76.6707,34.8306
1266,NC,Onslow,37133,-77.4342,34.7374
1267,NC,Pender,37141,-77.907,34.5255
1268,NC,Pender,37141,-77.6199,34.386
1269,NC,Hyde,37095,-76.2485,35.5318
1270,NC,Washington,37187,-76.5767,35.8221
1271,NC,Tyrrell,37177,-76.2118,35.8161
1272,AL,Calhoun,01015,-85.8261,33.7714
1273,AL,Butler,01013,-86.6803,31.7524
1274,AL,Bullock,01011,-85.7161,32.1005
1275,AL,Blount,01009,-86.5674,33.9809
1276,AL,Bibb,01007,-87.1264,32.9986
1277,AL,Barbour,01005,-85.3932,31.8696
1278,AL,Jackson,01071,-85.9993,34.7794
1279,AL,Cherokee,01019,-85.6038,34.176
1280,AL,Chilton,01021,-86.7188,32.8479
1281,AL,Choctaw,01023,-88.2628,32.0192
1282,AL,Clay,01027,-85.8605,33.2691
1283,AL,Cleburne,01029,-85.5188,33.6745
1284,IL,Winnebago,17201,-89.1609,42.3363
1285,IL,Woodford,17203,-89.2111,40.7882
1286,IL,Grundy,17063,-88.4185,41.285
1287,IL,Adams,17001,-91.1886,39.9878
1288,IL,Alexander,17003,-89.3376,37.1915
1289,IL,Bond,17005,-89.4356,38.8868
1290,IL,Boone,17007,-88.8234,42.3231
1291,IL,Brown,17009,-90.7504,39.9618
1292,IL,Bureau,17011,-89.5287,41.4041
1293,IL,Calhoun,17013,-90.6675,39.1692
1294,IL,Carroll,17015,-89.9345,42.0688
1295,IL,Cass,17017,-90.2474,39.9736
1296,IL,Champaign,17019,-88.1991,40.1401
1297,IL,Christian,17021,-89.2773,39.5458
1298,IL,Clark,17023,-87.7878,39.3335
1299,IL,Clay,17025,-88.4902,38.7542
1300,IL,Clinton,17027,-89.4224,38.6065
1301,IL,Coles,17029,-88.2218,39.5202
1302,IL,Crawford,17033,-87.7595,39.0028
1303,IL,Cumberland,17035,-88.2403,39.2732
1304,IL,De Kalb,17037,-88.7704,41.8934
1305,IL,De Witt,17039,-88.9041,40.1746
1306,IL,Douglas,17041,-88.2174,39.7695
1307,IL,DuPage,17043,-88.0857,41.852
1308,IL,Edgar,17045,-87.7456,39.6786
1309,IL,Edwards,17047,-88.0532,38.4165
1310,IL,Effingham,17049,-88.5899,39.0597
1311,IL,Greene,17061,-90.3905,39.3562
1312,IL,Ford,17053,-88.2233,40.5972
1313,AL,Coffee,01031,-85.9882,31.4026
1314,AL,Colbert,01033,-87.8049,34.7004
1315,AL,Conecuh,01035,-86.9936,31.4293
1316,AL,Coosa,01037,-86.2476,32.9362
1317,AL,Covington,01039,-86.4512,31.2485
1318,AL,Perry,01105,-87.2942,32.6385
1319,AL,Pickens,01107,-88.0887,33.2809
1320,AL,Pike,01109,-85.9409,31.8024
1321,AL,Randolph,01111,-85.4591,33.2938
1322,AL,Russell,01113,-85.1849,32.2884
1323,AL,St. Clair,01115,-86.3147,33.7157
1324,AL,Shelby,01117,-86.6607,33.2643
1325,AL,Sumter,01119,-88.1988,32.591
1326,AL,Talladega,01121,-86.1659,33.38
1327,AL,Tallapoosa,01123,-85.7975,32.8624
1328,AL,Tuscaloosa,01125,-87.525,33.2896
1329,AL,Walker,01127,-87.2973,33.8034
1330,AL,Washington,01129,-88.2071,31.4077
1331,AL,Wilcox,01131,-87.3082,31.9892
1332,AL,Winston,01133,-87.3737,34.1492
1333,AL,Autauga,01001,-86.6428,32.5349
1334,IN,Warren,18171,-87.3533,40.3469
1335,IN,Wabash,18169,-85.794,40.8457
1336,IN,Vigo,18167,-87.39,39.4306
1337,IN,Vermillion,18165,-87.464,39.8538
1338,IN,Marshall,18099,-86.2618,41.325
1339,IN,Marion,18097,-86.1384,39.7816
1340,IN,Madison,18095,-85.7194,40.1617
1341,IN,Lawrence,18093,-86.4834,38.8412
1342,IN,Lagrange,18087,-85.4265,41.6427
1343,IN,Kosciusko,18085,-85.8607,41.2441
1344,IN,Knox,18083,-87.418,38.6891
1345,IN,Johnson,18081,-86.1017,39.4899
1346,IN,Jennings,18079,-85.6281,38.9969
1347,IN,Jefferson,18077,-85.4385,38.7858
1348,IN,Jay,18075,-85.0057,40.438
1349,IN,Jackson,18071,-86.0376,38.9064
1350,IN,Huntington,18069,-85.4881,40.8291
1351,IN,Howard,18067,-86.117,40.4836
1352,IN,Henry,18065,-85.3964,39.931
1353,IN,Hendricks,18063,-86.51,39.7695
1354,IN,Harrison,18061,-86.1113,38.1952
1355,IN,Hancock,18059,-85.7732,39.8235
1356,IN,Hamilton,18057,-86.052,40.0725
1357,IN,Greene,18055,-86.962,39.0364
1358,IN,Grant,18053,-85.6548,40.5158
1359,IN,Gibson,18051,-87.5846,38.3118
1360,IN,Fulton,18049,-86.2636,41.047
1361,IN,Franklin,18047,-85.0603,39.4148
1362,IN,Fountain,18045,-87.2419,40.1209
1363,IN,Floyd,18043,-85.9068,38.3194
1364,IN,Adams,18001,-84.9366,40.7456
1365,IN,Allen,18003,-85.0665,41.0908
1366,IN,Bartholomew,18005,-85.8977,39.2059
1367,IN,Benton,18007,-87.3109,40.6063
1368,IN,Blackford,18009,-85.3248,40.4735
1369,IN,Boone,18011,-86.4687,40.0508
1370,IN,Brown,18013,-86.2274,39.1962
1371,IN,Carroll,18015,-86.5635,40.5829
1372,IN,Cass,18017,-86.346,40.7615
1373,IN,Clark,18019,-85.7073,38.4773
1374,IN,Whitley,18183,-85.5052,41.1394
1375,IN,Clinton,18023,-86.4752,40.3017
1376,IN,Crawford,18025,-86.4517,38.2923
1377,IN,Daviess,18027,-87.0721,38.7024
1378,IN,Dearborn,18029,-84.9733,39.1453
1379,IN,Decatur,18031,-85.5013,39.3069
1380,IN,De Kalb,18033,-84.9991,41.3976
1381,IN,Delaware,18035,-85.3969,40.2275
1382,IN,Dubois,18037,-86.8798,38.3643
1383,IN,Elkhart,18039,-85.8587,41.5974
1384,IN,Fayette,18041,-85.1787,39.6401
1385,IN,Wayne,18177,-85.0099,39.8644
1386,IN,Wells,18179,-85.2212,40.7291
1387,IN,White,18181,-86.8654,40.7499
1388,IN,Clay,18021,-87.1158,39.3928
1389,IN,Warrick,18173,-87.2721,38.0922
1390,IN,Ripley,18137,-85.2624,39.1034
1391,KY,Jefferson,21111,-85.6595,38.1872
1392,KY,Jessamine,21113,-84.5809,37.872
1393,KY,Johnson,21115,-82.8314,37.8467
1394,KY,Kenton,21117,-84.5331,38.9334
1395,KY,Knott,21119,-82.954,37.354
1396,KY,Knox,21121,-83.8539,36.8907
1397,KY,Larue,21123,-85.698,37.5457
1398,KY,Jackson,21109,-84.0058,37.4198
1399,KY,Lawrence,21127,-82.7347,38.0679
1400,KY,Leslie,21131,-83.3811,37.0941
1401,KY,Letcher,21133,-82.8553,37.1212
1402,KY,Lewis,21135,-83.3781,38.5317
1403,KY,Lincoln,21137,-84.6607,37.4552
1404,KY,Livingston,21139,-88.3536,37.2097
1405,KY,Logan,21141,-86.8789,36.8597
1406,KY,Lyon,21143,-88.0832,37.0191
1407,KY,McCracken,21145,-88.7127,37.0539
1408,KY,McCreary,21147,-84.4841,36.7371
1409,KY,McLean,21149,-87.2636,37.5291
1410,MS,Madison,28089,-90.0338,32.6347
1411,MS,Lowndes,28087,-88.4433,33.4729
1412,MS,Lincoln,28085,-90.454,31.5324
1413,MS,Leflore,28083,-90.301,33.5505
1414,MS,Lee,28081,-88.6804,34.2899
1415,MS,Leake,28079,-89.5241,32.7535
1416,MS,Lawrence,28077,-90.107,31.5502
1417,MS,Lauderdale,28075,-88.6626,32.4043
1418,MS,Lamar,28073,-89.5087,31.2059
1419,MS,Lafayette,28071,-89.4849,34.3568
1420,MS,Kemper,28069,-88.6412,32.7546
1421,MS,Jones,28067,-89.1688,31.6226
1422,MS,Jefferson Davis,28065,-89.823,31.5696
1423,MS,Jefferson,28063,-91.0371,31.7342
1424,MS,Itawamba,28057,-88.3613,34.28
1425,MS,Issaquena,28055,-90.9892,32.7414
1426,MS,Humphreys,28053,-90.5265,33.1287
1427,MS,Holmes,28051,-90.0922,33.1235
1428,MS,Hinds,28049,-90.4427,32.2667
1429,MS,Grenada,28043,-89.802,33.77
1430,MS,Greene,28041,-88.6392,31.2142
1431,MS,George,28039,-88.644,30.8626
1432,MS,Franklin,28037,-90.8978,31.4772
1433,MS,DeSoto,28033,-89.9918,34.8754
1434,MS,Covington,28031,-89.5526,31.6332
1435,MS,Copiah,28029,-90.4488,31.8692
1436,TN,Wilson,47189,-86.2976,36.1549
1437,TN,White,47185,-85.4553,35.9264
1438,TN,Dickson,47043,-87.3567,36.1491
1439,TN,Loudon,47105,-84.3116,35.735
1440,TN,Anderson,47001,-84.1985,36.1184
1441,TN,Bedford,47003,-86.4589,35.5138
1442,TN,Benton,47005,-88.0683,36.0698
1443,TN,Bledsoe,47007,-85.2051,35.5964
1444,TN,Bradley,47011,-84.8596,35.1541
1445,TN,Campbell,47013,-84.1493,36.4036
1446,TN,Cannon,47015,-86.0617,35.8087
1447,TN,Carroll,47017,-88.4503,35.9731
1448,TN,Cheatham,47021,-87.0868,36.2612
1449,TN,Chester,47023,-88.6128,35.4211
1450,TN,Claiborne,47025,-83.6603,36.4859
1451,TN,Clay,47027,-85.5438,36.5511
1452,TN,Coffee,47031,-86.0748,35.4906
1453,TN,Crockett,47033,-89.1395,35.8135
1454,TN,Cumberland,47035,-84.9983,35.9504
1455,TN,Davidson,47037,-86.7848,36.1694
1456,TN,Decatur,47039,-88.1088,35.603
1457,TN,De Kalb,47041,-85.8328,35.9798
1458,TN,Dyer,47045,-89.4138,36.059
1459,TN,Fayette,47047,-89.4144,35.1971
1460,TN,Fentress,47049,-84.9324,36.3805
1461,TN,Franklin,47051,-86.0922,35.1549
1462,TN,Gibson,47053,-88.9326,35.9966
1463,TN,Giles,47055,-87.0348,35.2022
1464,TN,Grainger,47057,-83.5096,36.2762
1465,TN,Grundy,47061,-85.7226,35.3884
1466,TN,Hamblen,47063,-83.2666,36.2172
1467,TN,Hamilton,47065,-85.1648,35.1809
1468,TN,Hancock,47067,-83.2219,36.5236
1469,TN,Hardeman,47069,-88.9931,35.2069
1470,TN,Hardin,47071,-88.1845,35.1987
1471,TN,Hawkins,47073,-82.9447,36.4412
1472,TN,Haywood,47075,-89.2838,35.5832
1473,TN,Henderson,47077,-88.388,35.6543
1474,TN,Henry,47079,-88.3013,36.3317
1475,TN,Hickman,47081,-87.4733,35.8033
1476,TN,Houston,47083,-87.7171,36.286
1477,TN,Humphreys,47085,-87.7757,36.0408
1478,TN,Jackson,47087,-85.6732,36.3592
1479,TN,Jefferson,47089,-83.4463,36.051
1480,TN,Johnson,47091,-81.8518,36.4549
1481,TN,Knox,47093,-83.9371,35.9932
1482,TN,Lake,47095,-89.4935,36.3352
1483,TN,Lauderdale,47097,-89.6314,35.7609
1484,TN,Lawrence,47099,-87.3956,35.2173
1485,ND,Divide,38023,-103.4873,48.8149
1486,ND,Eddy,38027,-98.9016,47.7176
1487,ND,Emmons,38029,-100.2388,46.2851
1488,ND,Foster,38031,-98.8831,47.4571
1489,ND,Golden Valley,38033,-103.8467,46.9402
1490,ND,Grand Forks,38035,-97.457,47.9219
1491,ND,Grant,38037,-101.6397,46.3583
1492,ND,Griggs,38039,-98.2371,47.4572
1493,ND,Hettinger,38041,-102.4603,46.4326
1494,ND,Kidder,38043,-99.7801,46.9802
1495,ND,LaMoure,38045,-98.5355,46.4569
1496,ND,Logan,38047,-99.4775,46.4574
1497,ND,McHenry,38049,-100.6363,48.2346
1498,ND,McIntosh,38051,-99.4412,46.1119
1499,ND,McLean,38055,-101.3219,47.607
1500,ND,Mercer,38057,-101.8315,47.3092
1501,ND,Mountrail,38061,-102.3556,48.2013
1502,ND,Nelson,38063,-98.1921,47.9216
1503,ND,Oliver,38065,-101.3403,47.1153
1504,ND,Pembina,38067,-97.5517,48.7672
1505,ND,Pierce,38069,-99.9718,48.2496
1506,ND,Ramsey,38071,-98.7201,48.2689
1507,ND,Ransom,38073,-97.6575,46.4561
1508,ND,Renville,38075,-101.6581,48.7192
1509,ND,Rolette,38079,-99.8411,48.7724
1510,ND,Sargent,38081,-97.6306,46.1078
1511,ND,Sheridan,38083,-100.3456,47.5754
1512,ND,Slope,38087,-103.4599,46.4472
1513,ND,Stark,38089,-102.655,46.8107
1514,ND,Steele,38091,-97.7247,47.4562
1515,ND,Stutsman,38093,-98.9588,46.9792
1516,ND,Towner,38095,-99.2459,48.6856
1517,ND,Traill,38097,-97.1615,47.4542
1518,NJ,Cape May,34009,-74.8072,39.1519
1519,NJ,Monmouth,34025,-74.2257,40.259
1520,NJ,Atlantic,34001,-74.6766,39.4825
1521,NJ,Ocean,34029,-74.2988,39.9092
1522,NJ,Salem,34033,-75.3459,39.5873
1523,NJ,Cumberland,34011,-75.1099,39.3736
1524,MD,Talbot,24041,-76.0892,38.7767
1525,MD,Talbot,24041,-76.1393,38.7175
1526,MD,Kent,24029,-76.1294,39.1885
1527,MD,Cecil,24015,-75.974,39.5101
1528,VA,City of Williamsburg,51830,-76.7074,37.2691
1529,VA,City of Norfolk,51710,-76.2711,36.8313
1530,VA,City of Portsmouth,51740,-76.3548,36.8449
1531,VA,City of Norfolk,51710,-76.2552,36.8966
1532,MD,Queen Anne's,24035,-76.1834,38.989
1533,CO,Denver,08031,-104.8772,39.7611
1534,CA,Santa Barbara,06083,-120.0165,34.6731
1535,CA,San Bernardino,06071,-116.1784,34.8415
1536,LA,St. Mary,22101,-91.4494,29.7196
1537,TN,Lewis,47101,-87.4931,35.5273
1538,TN,Lincoln,47103,-86.5889,35.1405
1539,TN,McMinn,47107,-84.6175,35.4248
1540,TN,McNairy,47109,-88.5637,35.1746
1541,TN,Macon,47111,-86.0072,36.532
1542,TN,Madison,47113,-88.8385,35.6082
1543,TN,Marion,47115,-85.622,35.1294
1544,TN,Marshall,47117,-86.765,35.4689
1545,TN,Tipton,47167,-89.7594,35.4966
1546,TN,Moore,47127,-86.3588,35.2847
1547,TN,Montgomery,47125,-87.3828,36.4969
1548,TN,Meigs,47121,-84.8135,35.5127
1549,TN,Maury,47119,-87.077,35.617
1550,TN,Obion,47131,-89.1488,36.3582
1551,TN,Morgan,47129,-84.6491,36.135
1552,MS,Hancock,28045,-89.4887,30.4164
1553,MI,Leelanau,26089,-85.8123,44.9366
1554,IN,Lake,18089,-87.3817,41.4156
1555,IN,La Porte,18091,-86.74,41.546
1556,MI,Berrien,26021,-86.4123,41.9546
1557,MI,Van Buren,26159,-86.0189,42.2513
1558,MI,Allegan,26005,-85.8884,42.5913
1559,MI,Alpena,26007,-83.6277,45.0348
1560,MI,Sanilac,26151,-82.8201,43.4235
1561,MI,Macomb,26099,-82.9322,42.6956
1562,MI,St. Clair,26147,-82.6823,42.9425
1563,MI,Gogebic,26053,-89.6944,46.4089
1564,AL,Chambers,01017,-85.392,32.9144
1565,MI,Monroe,26115,-83.5373,41.9292
1566,AL,Clarke,01025,-87.8309,31.6709
1567,MS,Jackson,28059,-88.6362,30.5459
1568,AL,Henry,01067,-85.2414,31.5147
1569,TN,Monroe,47123,-84.2528,35.4428
1570,TN,Cocke,47029,-83.1211,35.9254
1571,TN,Sevier,47155,-83.5242,35.7847
1572,TN,Carter,47019,-82.1274,36.2927
1573,TN,Greene,47059,-82.8458,36.1754
1574,TN,Blount,47009,-83.9255,35.6873
1575,TN,Polk,47139,-84.5233,35.1199
1576,AL,Baldwin,01003,-87.7171,30.7278
1577,MI,Wayne,26163,-83.2865,42.284
1578,MS,Harrison,28047,-89.1185,30.515
1579,MI,Keweenaw,26083,-88.4287,47.6104
1580,MI,Mason,26105,-86.2497,43.9954
1581,MI,Oceana,26127,-86.2673,43.6407
1582,MI,Oceana,26127,-86.4212,43.7692
1583,MI,Muskegon,26121,-86.1481,43.2912
1584,MI,Muskegon,26121,-86.3219,43.2922
1585,MI,Ottawa,26139,-86.1799,42.9435
1586,MI,Ottawa,26139,-85.9939,42.9601
1587,MI,Baraga,26013,-88.3652,46.6626
1588,MI,Marquette,26103,-87.6415,46.4314
1589,MI,Cheboygan,26031,-84.4999,45.4468
1590,MI,Charlevoix,26029,-85.1283,45.302
1591,MI,Grand Traverse,26055,-85.559,44.6709
1592,MI,Delta,26041,-86.9244,45.9197
1593,MI,Luce,26095,-85.5443,46.4707
1594,MI,Mackinac,26097,-85.0921,46.0812
1595,MI,Schoolcraft,26153,-86.1995,46.1967
1596,MI,Presque Isle,26141,-83.9173,45.3402
1597,MI,Menominee,26109,-87.5573,45.5792
1598,MI,Alger,26003,-86.6018,46.4099
1599,MI,Ontonagon,26131,-89.315,46.6644
1600,MI,Houghton,26061,-88.6918,46.8934
1601,MI,Antrim,26009,-85.1377,45.0003
1602,MI,Arenac,26011,-83.8948,44.0656
1603,MI,Bay,26017,-83.9921,43.7072
1604,MI,Tuscola,26157,-83.4168,43.4641
1605,MI,Huron,26063,-83.0193,43.8333
1606,MI,Emmet,26047,-84.8905,45.5205
1607,MI,Benzie,26019,-86.0158,44.6395
1608,AL,Mobile,01097,-88.2018,30.7943
1609,MI,Mason,26105,-86.4421,43.9392
1610,MS,Pike,28113,-90.4042,31.1749
1611,AR,Ashley,05003,-91.7679,33.1912
1612,AR,Baxter,05005,-92.337,36.2872
1613,AR,Benton,05007,-94.2573,36.3392
1614,AR,Arkansas,05001,-91.3749,34.2908
1615,AR,Bradley,05011,-92.1623,33.4659
1616,AR,Calhoun,05013,-92.5031,33.558
1617,AR,Carroll,05015,-93.5382,36.341
1618,AR,Chicot,05017,-91.294,33.2672
1619,AR,Clark,05019,-93.1764,34.051
1620,AR,Clay,05021,-90.4173,36.3685
1621,AR,Cleburne,05023,-92.0267,35.5381
1622,AR,Cleveland,05025,-92.1852,33.8983
1623,AR,Columbia,05027,-93.2274,33.2143
1624,AR,Conway,05029,-92.7014,35.2622
1625,AR,Craighead,05031,-90.6328,35.8308
1626,AR,Crawford,05033,-94.243,35.5889
1627,AR,Crittenden,05035,-90.3089,35.2079
1628,AR,Cross,05037,-90.7713,35.2958
1629,AR,Dallas,05039,-92.6545,33.9698
1630,AR,Desha,05041,-91.254,33.8333
1631,AR,Drew,05043,-91.72,33.5895
1632,AR,Faulkner,05045,-92.332,35.147
1633,AR,Franklin,05047,-93.8906,35.5123
1634,AR,Fulton,05049,-91.8183,36.3817
1635,AR,Garland,05051,-93.1504,34.5767
1636,AR,Grant,05053,-92.4236,34.29
1637,IA,Wayne,19185,-93.3274,40.7395
1638,IA,Washington,19183,-91.7179,41.3356
1639,IA,Warren,19181,-93.5614,41.3343
1640,IA,Wapello,19179,-92.4095,41.0306
1641,IA,Van Buren,19177,-91.95,40.7532
1642,IA,Union,19175,-94.2424,41.0277
1643,IA,Taylor,19173,-94.6965,40.7374
1644,IA,Tama,19171,-92.5326,42.0798
1645,IA,Story,19169,-93.4651,42.0362
1646,IA,Sioux,19167,-96.1779,43.0826
1647,IA,Shelby,19165,-95.3103,41.6851
1648,IA,Iowa,19095,-92.0656,41.6863
1649,IA,Ida,19093,-95.5136,42.3869
1650,IA,Humboldt,19091,-94.2073,42.7764
1651,IA,Howard,19089,-92.3172,43.3568
1652,IA,Henry,19087,-91.5446,40.9879
1653,IA,Harrison,19085,-95.8167,41.6829
1654,IA,Hardin,19083,-93.2404,42.3838
1655,IA,Hancock,19081,-93.7343,43.0819
1656,IA,Hamilton,19079,-93.7068,42.3838
1657,IA,Guthrie,19077,-94.501,41.6838
1658,IA,Grundy,19075,-92.7911,42.402
1659,IA,Greene,19073,-94.3969,42.0362
1660,IA,Fremont,19071,-95.6047,40.7456
1661,IA,Franklin,19069,-93.2624,42.7325
1662,IA,Floyd,19067,-92.789,43.06
1663,IA,Fayette,19065,-91.8443,42.8625
1664,IA,Emmet,19063,-94.6784,43.3779
1665,IA,Dubuque,19061,-90.8824,42.4689
1666,IA,Dickinson,19059,-95.151,43.3779
1667,IA,Des Moines,19057,-91.1815,40.9232
1668,IA,Delaware,19055,-91.3673,42.4711
1669,IA,Adair,19001,-94.471,41.3307
1670,IA,Adams,19003,-94.6992,41.029
1671,IA,Allamakee,19005,-91.3781,43.2843
1672,IA,Appanoose,19007,-92.8687,40.7432
1673,IA,Audubon,19009,-94.9058,41.6846
1674,IA,Benton,19011,-92.0657,42.0801
1675,IA,Black Hawk,19013,-92.3085,42.4701
1676,IA,Boone,19015,-93.9318,42.0366
1677,IA,Bremer,19017,-92.3182,42.7747
1678,IA,Buchanan,19019,-91.8379,42.4707
1679,IA,Buena Vista,19021,-95.1513,42.7355
1680,IA,Butler,19023,-92.7902,42.7316
1681,IA,Calhoun,19025,-94.6405,42.3852
1682,IA,Carroll,19027,-94.8607,42.0362
1683,IA,Cass,19029,-94.9278,41.3315
1684,IA,Cedar,19031,-91.1324,41.7723
1685,IA,Cerro Gordo,19033,-93.2608,43.0815
1686,IA,Cherokee,19035,-95.6239,42.7357
1687,IA,Chickasaw,19037,-92.3176,43.0601
1688,IA,Clarke,19039,-93.7851,41.029
1689,IA,Clay,19041,-95.151,43.0826
1690,IA,Clayton,19043,-91.3414,42.8447
1691,IL,Menard,17129,-89.8022,40.0274
1692,IL,Mercer,17131,-90.7414,41.2053
1693,IL,Monroe,17133,-90.1774,38.2785
1694,IL,Montgomery,17135,-89.4789,39.231
1695,IL,Morgan,17137,-90.2015,39.7156
1696,IL,Moultrie,17139,-88.6194,39.6413
1697,IL,Ogle,17141,-89.3207,42.0427
1698,IL,Peoria,17143,-89.76,40.7881
1699,IL,Perry,17145,-89.3671,38.0838
1700,IL,Piatt,17147,-88.5911,40.0104
1701,IL,Pike,17149,-90.8862,39.6225
1702,IL,Pope,17151,-88.5615,37.4127
1703,IL,Pulaski,17153,-89.1267,37.2228
1704,IL,Putnam,17155,-89.2858,41.2045
1705,IL,Fayette,17051,-89.0242,39.0002
1706,IL,Randolph,17157,-89.8253,38.0521
1707,IL,Richland,17159,-88.085,38.7124
1708,IL,Rock Island,17161,-90.5674,41.4673
1709,IL,St. Clair,17163,-89.9284,38.4703
1710,IL,Saline,17165,-88.5408,37.7533
1711,IL,Sangamon,17167,-89.6589,39.7582
1712,IL,Schuyler,17169,-90.6151,40.158
1713,IL,Scott,17171,-90.4747,39.6442
1714,IL,Shelby,17173,-88.8055,39.3911
1715,IL,Stark,17175,-89.7975,41.0934
1716,IL,Stephenson,17177,-89.6625,42.3517
1717,IL,Tazewell,17179,-89.5134,40.5075
1718,IL,Union,17181,-89.2551,37.4712
1719,IL,Vermilion,17183,-87.7329,40.1836
1720,IL,Wabash,17185,-87.8443,38.4461
1721,IL,Warren,17187,-90.615,40.8488
1722,IL,Washington,17189,-89.4105,38.3522
1723,IL,Wayne,17191,-88.4256,38.4295
1724,IL,White,17193,-88.1795,38.0875
1725,IL,Whiteside,17195,-89.9141,41.7564
1726,IL,Will,17197,-87.9787,41.445
1727,IL,Williamson,17199,-88.9299,37.7303
1728,IL,Franklin,17055,-88.9242,37.9923
1729,IL,Fulton,17057,-90.2075,40.4728
1730,IL,Gallatin,17059,-88.2305,37.7628
1731,IL,Henderson,17071,-90.9251,40.8181
